11	2
12	5
13	42
14	261
15	1492
16	6546
17	16949
18	25952
19	41728
20	80594
21	196487
22	584386
23	1793558
24	4948987
25	9998811
26	12965027
27	11151842
28	6532578
29	2514364
30	667226
31	131106
32	20975
33	3473
34	822
35	386
36	267
37	212
38	160
39	85
40	54
41	57
42	43
43	39
44	31
45	29
46	26
47	23
48	18
49	8
50	13
51	13
52	7
53	7
54	5
55	4
56	5
57	2
58	5
59	2
60	3
61	1
62	2
150	1
