11	2
12	5
13	39
14	243
15	1359
16	6219
17	16358
18	24903
19	39343
20	73833
21	173603
22	492674
23	1434985
24	3857020
25	7908977
26	10648396
27	9582953
28	5860474
29	2325321
30	630227
31	125624
32	20348
33	3399
34	804
35	383
36	264
37	205
38	156
39	85
40	55
41	57
42	43
43	38
44	29
45	28
46	25
47	22
48	18
49	8
50	13
51	12
52	7
53	7
54	5
55	4
56	5
57	2
58	5
59	2
60	3
61	1
62	1
