12	2
13	36
14	257
15	1117
16	4431
17	12999
18	30414
19	63758
20	125528
21	240119
22	480293
23	955328
24	1771495
25	2540243
26	2450796
27	1600213
28	710807
29	210914
30	42882
31	6761
32	908
33	188
34	67
35	52
36	48
37	53
38	43
39	45
40	44
41	43
42	39
43	50
44	41
45	39
46	43
47	38
49	1
50	94
51	1
52	1
