chromosomes,start_position,end_position,dataset,score,dataset_strand,product,windows,phase,time_after_exposure,repdomains,sample_strand,replicate,real,sim,xr_ds
.,0,100,Initiation Zones,0,.,64_PP,-1,late,12,ERD,-,_,1.24561403359655,1.41404503930606,0.880887099754499
.,0,100,Initiation Zones,0,.,64_PP,-1,late,12,ERD,+,_,1.17077806685982,1.37104013731544,0.853934202941906
.,0,100,Initiation Zones,0,.,64_PP,-1,late,12,LRD,-,_,0.781461771930269,0.667964754898706,1.1699146791791
.,0,100,Initiation Zones,0,.,64_PP,-1,late,12,LRD,+,_,0.735311484008157,0.695217194249052,1.05767160261681
.,0,100,Initiation Zones,0,.,64_PP,-10,late,12,ERD,-,_,1.20431496424547,1.34972623089136,0.892266103067539
.,0,100,Initiation Zones,0,.,64_PP,-10,late,12,ERD,+,_,1.17843809908295,1.46223006794606,0.80591838788971
.,0,100,Initiation Zones,0,.,64_PP,-10,late,12,LRD,-,_,0.756858812794857,0.688568007881797,1.09917801020576
.,0,100,Initiation Zones,0,.,64_PP,-10,late,12,LRD,+,_,0.711097888406643,0.766194865913221,0.928090124382511
.,0,100,Initiation Zones,0,.,64_PP,-100,late,12,ERD,-,_,1.22982760574021,1.33183658850514,0.923407283111639
.,0,100,Initiation Zones,0,.,64_PP,-100,late,12,ERD,+,_,1.23221342274501,1.55043908084678,0.794751266249062
.,0,100,Initiation Zones,0,.,64_PP,-100,late,12,LRD,-,_,0.752951839778158,0.793888656247434,0.94843506561389
.,0,100,Initiation Zones,0,.,64_PP,-100,late,12,LRD,+,_,0.617017169051494,0.826934286993257,0.746150182374195
.,0,100,Initiation Zones,0,.,64_PP,-11,late,12,ERD,-,_,1.30580995229469,1.26872612640431,1.02922918123826
.,0,100,Initiation Zones,0,.,64_PP,-11,late,12,ERD,+,_,1.24939120986605,1.52086133685321,0.821502381309227
.,0,100,Initiation Zones,0,.,64_PP,-11,late,12,LRD,-,_,0.743138416582615,0.78144252493637,0.950982820704729
.,0,100,Initiation Zones,0,.,64_PP,-11,late,12,LRD,+,_,0.778737861688369,0.671093395436873,1.1604016176935
.,0,100,Initiation Zones,0,.,64_PP,-12,late,12,ERD,-,_,1.16583295588211,1.38318798245044,0.842859373182765
.,0,100,Initiation Zones,0,.,64_PP,-12,late,12,ERD,+,_,1.21302133259693,1.41645808544822,0.856376439979925
.,0,100,Initiation Zones,0,.,64_PP,-12,late,12,LRD,-,_,0.751729612150044,0.725125794373484,1.03668855525895
.,0,100,Initiation Zones,0,.,64_PP,-12,late,12,LRD,+,_,0.739574985144826,0.740446264606419,0.998823304940222
.,0,100,Initiation Zones,0,.,64_PP,-13,late,12,ERD,-,_,1.23363355513364,1.40770033164977,0.876346710587094
.,0,100,Initiation Zones,0,.,64_PP,-13,late,12,ERD,+,_,1.22708502134103,1.42825545596712,0.859149542341594
.,0,100,Initiation Zones,0,.,64_PP,-13,late,12,LRD,-,_,0.689002505440835,0.64257742940363,1.07224822085689
.,0,100,Initiation Zones,0,.,64_PP,-13,late,12,LRD,+,_,0.712822509498903,0.756478626671568,0.942290349477886
.,0,100,Initiation Zones,0,.,64_PP,-14,late,12,ERD,-,_,1.14683247956731,1.30323955441901,0.879985936337375
.,0,100,Initiation Zones,0,.,64_PP,-14,late,12,ERD,+,_,1.18096956277635,1.49119645946552,0.791961082847288
.,0,100,Initiation Zones,0,.,64_PP,-14,late,12,LRD,-,_,0.673271854631683,0.732778267399872,0.918793425766656
.,0,100,Initiation Zones,0,.,64_PP,-14,late,12,LRD,+,_,0.698137008353876,0.782779170370218,0.891869680210947
.,0,100,Initiation Zones,0,.,64_PP,-15,late,12,ERD,-,_,1.24730503720935,1.40705141202439,0.886467279411487
.,0,100,Initiation Zones,0,.,64_PP,-15,late,12,ERD,+,_,1.24442610722053,1.55218074312309,0.80172757762518
.,0,100,Initiation Zones,0,.,64_PP,-15,late,12,LRD,-,_,0.769419224375572,0.740592592480098,1.03892373781236
.,0,100,Initiation Zones,0,.,64_PP,-15,late,12,LRD,+,_,0.71308054998581,0.794735075818299,0.897255666300606
.,0,100,Initiation Zones,0,.,64_PP,-16,late,12,ERD,-,_,1.26943192358241,1.43199178387919,0.886479893162223
.,0,100,Initiation Zones,0,.,64_PP,-16,late,12,ERD,+,_,1.09765331070998,1.53631893626702,0.714469687770093
.,0,100,Initiation Zones,0,.,64_PP,-16,late,12,LRD,-,_,0.712541833881565,0.724357004449337,0.98368874671578
.,0,100,Initiation Zones,0,.,64_PP,-16,late,12,LRD,+,_,0.704291985023327,0.782584060906018,0.899956976133593
.,0,100,Initiation Zones,0,.,64_PP,-17,late,12,ERD,-,_,1.15870958979512,1.58231721682329,0.73228653362022
.,0,100,Initiation Zones,0,.,64_PP,-17,late,12,ERD,+,_,1.15526447795654,1.39858815052242,0.82602192612958
.,0,100,Initiation Zones,0,.,64_PP,-17,late,12,LRD,-,_,0.703558896400853,0.697101609083688,1.00926305036887
.,0,100,Initiation Zones,0,.,64_PP,-17,late,12,LRD,+,_,0.727053925859658,0.748737261373427,0.971040127649058
.,0,100,Initiation Zones,0,.,64_PP,-18,late,12,ERD,-,_,1.11827247849859,1.46277674695881,0.764486091827434
.,0,100,Initiation Zones,0,.,64_PP,-18,late,12,ERD,+,_,1.15285259757029,1.35560686536906,0.850432840834301
.,0,100,Initiation Zones,0,.,64_PP,-18,late,12,LRD,-,_,0.741060472518587,0.68709988763534,1.0785338287115
.,0,100,Initiation Zones,0,.,64_PP,-18,late,12,LRD,+,_,0.70195111830273,0.801515905831207,0.875779399006157
