repdomains,log2val,sample_strand,direction,windows
LRD,-0.294911058612657,-,Left Replicating,-32
LRD,0.0244092611847398,+,Left Replicating,-32
ERD,-0.206356948459845,-,Left Replicating,-33
ERD,-0.217088770858061,+,Left Replicating,-33
LRD,-0.437407592025177,-,Left Replicating,-33
LRD,0.0210973612928559,+,Left Replicating,-33
ERD,-0.298364493715475,-,Left Replicating,-34
ERD,-0.0333642376939491,+,Left Replicating,-34
LRD,-0.351406764204863,-,Left Replicating,-34
LRD,-0.020592752832848,+,Left Replicating,-34
ERD,-0.182880614764702,-,Left Replicating,-35
ERD,-0.175684693557951,+,Left Replicating,-35
LRD,-0.390057137044542,-,Left Replicating,-35
LRD,-0.0531796950583923,+,Left Replicating,-35
ERD,-0.17318846674273,-,Left Replicating,-36
ERD,-0.162835267956844,+,Left Replicating,-36
LRD,-0.426222185029955,-,Left Replicating,-36
LRD,-0.121923570401504,+,Left Replicating,-36
ERD,-0.171760043814297,-,Left Replicating,-37
ERD,-0.077759387304786,+,Left Replicating,-37
LRD,-0.407703091692127,-,Left Replicating,-37
LRD,0.109037501267277,+,Left Replicating,-37
ERD,-0.0612783519958242,-,Left Replicating,-38
ERD,-0.193055703114663,+,Left Replicating,-38
LRD,-0.366311417319772,-,Left Replicating,-38
LRD,0.0187108511188329,+,Left Replicating,-38
ERD,-0.239899602887399,-,Left Replicating,-39
ERD,-0.116382537819687,+,Left Replicating,-39
LRD,-0.536388543994436,-,Left Replicating,-39
LRD,0.00437001299039768,+,Left Replicating,-39
ERD,-0.126194837873712,-,Left Replicating,-4
ERD,-0.171156463605681,+,Left Replicating,-4
LRD,-0.150339225377374,-,Left Replicating,-4
LRD,-0.150597174523104,+,Left Replicating,-4
ERD,-0.183052374193587,-,Left Replicating,-40
ERD,-0.110588896826385,+,Left Replicating,-40
LRD,-0.609389973879919,-,Left Replicating,-40
LRD,-0.0493389362042708,+,Left Replicating,-40
ERD,-0.0866148117865606,-,Left Replicating,-41
ERD,-0.202223913379475,+,Left Replicating,-41
LRD,-0.404882749898757,-,Left Replicating,-41
LRD,-0.0585421447566102,+,Left Replicating,-41
ERD,-0.27851495261976,-,Left Replicating,-42
ERD,-0.202334660772339,+,Left Replicating,-42
LRD,-0.491362294526358,-,Left Replicating,-42
LRD,-0.106488459237841,+,Left Replicating,-42
ERD,-0.190668328409087,-,Left Replicating,-43
ERD,-0.15544781800482,+,Left Replicating,-43
LRD,-0.530628680207863,-,Left Replicating,-43
LRD,-0.0436155099917639,+,Left Replicating,-43
ERD,-0.242668783480559,-,Left Replicating,-44
ERD,-0.0681017148856146,+,Left Replicating,-44
LRD,-0.302764992740429,-,Left Replicating,-44
LRD,-0.0710792970180133,+,Left Replicating,-44
ERD,-0.264956352607021,-,Left Replicating,-45
ERD,-0.176462503866904,+,Left Replicating,-45
LRD,-0.45483872542932,-,Left Replicating,-45
LRD,0.117836559090411,+,Left Replicating,-45
ERD,-0.313119367745771,-,Left Replicating,-46
ERD,-0.222257736965014,+,Left Replicating,-46
LRD,-0.468856941578704,-,Left Replicating,-46
LRD,-0.141640789720928,+,Left Replicating,-46
ERD,-0.285989328496331,-,Left Replicating,-47
ERD,-0.153860050309127,+,Left Replicating,-47
LRD,-0.519944979236211,-,Left Replicating,-47
LRD,0.00496486523142305,+,Left Replicating,-47
ERD,-0.384071628058059,-,Left Replicating,-48
ERD,-0.186466950848338,+,Left Replicating,-48
LRD,-0.431057786118952,-,Left Replicating,-48
LRD,-0.22509711071321,+,Left Replicating,-48
ERD,-0.195356993381102,-,Left Replicating,-49
ERD,-0.182944071667452,+,Left Replicating,-49
LRD,-0.294419764620042,-,Left Replicating,-49
LRD,-0.113400184463841,+,Left Replicating,-49
ERD,-0.125001103664833,-,Left Replicating,-5
ERD,-0.194686833191771,+,Left Replicating,-5
LRD,-0.165169150155729,-,Left Replicating,-5
LRD,-0.141874200052123,+,Left Replicating,-5
ERD,-0.257462594749504,-,Left Replicating,-50
ERD,-0.172944318174632,+,Left Replicating,-50
LRD,-0.229570570344207,-,Left Replicating,-50
LRD,0.0168775821152361,+,Left Replicating,-50
ERD,-0.0957776680422082,-,Left Replicating,-51
ERD,-0.146665151826347,+,Left Replicating,-51
LRD,-0.474925808943175,-,Left Replicating,-51
LRD,-0.139320826962674,+,Left Replicating,-51
ERD,-0.0429376098023513,-,Left Replicating,-52
ERD,-0.0343026472669798,+,Left Replicating,-52
LRD,-0.321950611456769,-,Left Replicating,-52
LRD,-0.0439373599956298,+,Left Replicating,-52
ERD,-0.228238668053396,-,Left Replicating,-53
ERD,-0.177526587210672,+,Left Replicating,-53
LRD,-0.440314706375472,-,Left Replicating,-53
LRD,0.000929307427775434,+,Left Replicating,-53
ERD,-0.20564149760361,-,Left Replicating,-54
ERD,-0.272533406838793,+,Left Replicating,-54
LRD,-0.317271591675447,-,Left Replicating,-54
LRD,-0.0428316339496527,+,Left Replicating,-54
ERD,-0.207129328573082,-,Left Replicating,-55
ERD,-0.162056153414816,+,Left Replicating,-55
LRD,-0.300972806104203,-,Left Replicating,-55
LRD,-0.166094969946822,+,Left Replicating,-55
ERD,-0.194372968933371,-,Left Replicating,-56
ERD,-0.270868945106461,+,Left Replicating,-56
LRD,-0.438956934646362,-,Left Replicating,-56
LRD,-0.378014535683158,+,Left Replicating,-56
ERD,-0.245668985215367,-,Left Replicating,-57
ERD,-0.179258257375772,+,Left Replicating,-57
LRD,-0.342308620281919,-,Left Replicating,-57
LRD,-0.0784083988016127,+,Left Replicating,-57
ERD,0.0079112386713659,-,Left Replicating,-58
ERD,-0.240318727871505,+,Left Replicating,-58
LRD,-0.495399830143761,-,Left Replicating,-58
LRD,-0.0406960125175962,+,Left Replicating,-58
ERD,-0.204669862298338,-,Left Replicating,-59
ERD,-0.10746874457488,+,Left Replicating,-59
LRD,-0.592699971633246,-,Left Replicating,-59
LRD,0.0971261661493262,+,Left Replicating,-59
ERD,-0.087719232132327,-,Left Replicating,-6
ERD,-0.141468067102725,+,Left Replicating,-6
LRD,0.00558603655355445,-,Left Replicating,-6
LRD,-0.221325407898855,+,Left Replicating,-6
ERD,-0.234577383890182,-,Left Replicating,-60
ERD,-0.160307571928014,+,Left Replicating,-60
LRD,-0.305881721915824,-,Left Replicating,-60
LRD,-0.341354437766066,+,Left Replicating,-60
ERD,-0.259133747542229,-,Left Replicating,-61
ERD,-0.327780566522726,+,Left Replicating,-61
LRD,-0.316435251507436,-,Left Replicating,-61
LRD,0.0321844841218431,+,Left Replicating,-61
ERD,-0.0913983112910839,-,Left Replicating,-62
ERD,-0.100634560190891,+,Left Replicating,-62
LRD,-0.634347102278969,-,Left Replicating,-62
LRD,-0.0504288264056138,+,Left Replicating,-62
ERD,-0.20378889002975,-,Left Replicating,-63
ERD,-0.192272824995497,+,Left Replicating,-63
LRD,-0.333417091822705,-,Left Replicating,-63
LRD,-0.15369039109484,+,Left Replicating,-63
ERD,-0.135293477928988,-,Left Replicating,-64
ERD,-0.0890191888392022,+,Left Replicating,-64
LRD,-0.337772539679381,-,Left Replicating,-64
LRD,-0.104865459449088,+,Left Replicating,-64
ERD,-0.0270913440689976,-,Left Replicating,-65
ERD,-0.24332072822349,+,Left Replicating,-65
LRD,-0.586420808077067,-,Left Replicating,-65
LRD,-0.0709424975016505,+,Left Replicating,-65
ERD,-0.282222190083201,-,Left Replicating,-66
ERD,-0.218986265008906,+,Left Replicating,-66
LRD,-0.525575110578444,-,Left Replicating,-66
LRD,-0.152821099251553,+,Left Replicating,-66
ERD,-0.0287077552189078,-,Left Replicating,-67
ERD,-0.323703909511601,+,Left Replicating,-67
LRD,-0.502440311155557,-,Left Replicating,-67
LRD,-0.247491781271929,+,Left Replicating,-67
ERD,-0.186319973211245,-,Left Replicating,-68
ERD,-0.0474913855335818,+,Left Replicating,-68
LRD,-0.420471190130632,-,Left Replicating,-68
LRD,-0.183108164590856,+,Left Replicating,-68
ERD,-0.221903328620225,-,Left Replicating,-69
ERD,-0.29783292507089,+,Left Replicating,-69
LRD,-0.397953343795511,-,Left Replicating,-69
LRD,-0.0180020405442833,+,Left Replicating,-69
ERD,-0.19761112766971,-,Left Replicating,-7
ERD,-0.196284083448867,+,Left Replicating,-7
LRD,-0.245112482680593,-,Left Replicating,-7
LRD,0.052769297122027,+,Left Replicating,-7
ERD,-0.22083537004459,-,Left Replicating,-70
ERD,-0.242448410150371,+,Left Replicating,-70
LRD,-0.570045414609629,-,Left Replicating,-70
LRD,-0.259588235819286,+,Left Replicating,-70
ERD,-0.0992493101633469,-,Left Replicating,-71
ERD,-0.160921348197167,+,Left Replicating,-71
LRD,-0.333081239298791,-,Left Replicating,-71
LRD,0.02569774067502,+,Left Replicating,-71
ERD,-0.231033506130969,-,Left Replicating,-72
ERD,-0.215354572547882,+,Left Replicating,-72
LRD,-0.320716809079823,-,Left Replicating,-72
LRD,0.0222997197930045,+,Left Replicating,-72
ERD,-0.267598491202089,-,Left Replicating,-73
ERD,-0.0391686160706259,+,Left Replicating,-73
LRD,-0.400600925550808,-,Left Replicating,-73
LRD,-0.191028879608997,+,Left Replicating,-73
ERD,-0.277672430915723,-,Left Replicating,-74
ERD,-0.175412275712719,+,Left Replicating,-74
LRD,-0.338589978736424,-,Left Replicating,-74
LRD,-0.0486372422608348,+,Left Replicating,-74
ERD,-0.154818741382169,-,Left Replicating,-75
ERD,-0.283156910403274,+,Left Replicating,-75
LRD,-0.261505440393979,-,Left Replicating,-75
LRD,0.0539026982696397,+,Left Replicating,-75
ERD,-0.26958467181906,-,Left Replicating,-76
ERD,-0.331880984479361,+,Left Replicating,-76
LRD,-0.428080859573806,-,Left Replicating,-76
LRD,-0.0546034346816563,+,Left Replicating,-76
ERD,-0.152532072027744,-,Left Replicating,-77
ERD,-0.115922545124495,+,Left Replicating,-77
LRD,-0.372973307252986,-,Left Replicating,-77
LRD,-0.156433061281679,+,Left Replicating,-77
ERD,-0.383981384031649,-,Left Replicating,-78
ERD,-0.0483901799562732,+,Left Replicating,-78
LRD,-0.362929995494796,-,Left Replicating,-78
LRD,-0.0391104983136588,+,Left Replicating,-78
ERD,-0.164360661650029,-,Left Replicating,-79
ERD,-0.153031306533067,+,Left Replicating,-79
LRD,-0.472709980126065,-,Left Replicating,-79
LRD,-0.0284648274850347,+,Left Replicating,-79
ERD,-0.0923416087667299,-,Left Replicating,-8
ERD,-0.137101753183212,+,Left Replicating,-8
LRD,-0.440452065467788,-,Left Replicating,-8
LRD,-0.0655440156839238,+,Left Replicating,-8
ERD,-0.358200243908864,-,Left Replicating,-80
ERD,-0.0219317002745469,+,Left Replicating,-80
LRD,-0.285798069925129,-,Left Replicating,-80
LRD,-0.0381597854927936,+,Left Replicating,-80
ERD,-0.186687308096745,-,Left Replicating,-81
ERD,-0.168646116423927,+,Left Replicating,-81
LRD,-0.443897656040792,-,Left Replicating,-81
LRD,-0.0527897034752084,+,Left Replicating,-81
ERD,-0.125233562973848,-,Left Replicating,-82
ERD,-0.18477428750989,+,Left Replicating,-82
LRD,-0.589989742973132,-,Left Replicating,-82
LRD,-0.231872262071911,+,Left Replicating,-82
ERD,-0.144650346165577,-,Left Replicating,-83
ERD,-0.026269043876588,+,Left Replicating,-83
LRD,-0.566366556630012,-,Left Replicating,-83
LRD,-0.174110770757267,+,Left Replicating,-83
ERD,-0.318023084846723,-,Left Replicating,-84
ERD,-0.129876918493436,+,Left Replicating,-84
LRD,-0.552836164837259,-,Left Replicating,-84
LRD,-0.230936201310441,+,Left Replicating,-84
ERD,-0.436401288477086,-,Left Replicating,-85
ERD,-0.263816313301365,+,Left Replicating,-85
LRD,-0.628745577073088,-,Left Replicating,-85
LRD,-0.116006110824077,+,Left Replicating,-85
ERD,-0.202999169011753,-,Left Replicating,-86
ERD,-0.279843210441953,+,Left Replicating,-86
LRD,-0.508439556532022,-,Left Replicating,-86
LRD,-0.204385358511073,+,Left Replicating,-86
ERD,-0.15879602836698,-,Left Replicating,-87
ERD,-0.13962518130737,+,Left Replicating,-87
LRD,-0.483032065361607,-,Left Replicating,-87
LRD,-0.0471064112090363,+,Left Replicating,-87
ERD,-0.332149435284203,-,Left Replicating,-88
ERD,-0.103597631880573,+,Left Replicating,-88
LRD,-0.457004300713259,-,Left Replicating,-88
LRD,-0.120446443361693,+,Left Replicating,-88
ERD,-0.177731433713244,-,Left Replicating,-89
ERD,-0.316658552897174,+,Left Replicating,-89
LRD,-0.651976866450213,-,Left Replicating,-89
LRD,-0.204659356600491,+,Left Replicating,-89
ERD,-0.379939111791727,-,Left Replicating,-9
ERD,-0.182801096143341,+,Left Replicating,-9
LRD,-0.166573248192848,-,Left Replicating,-9
LRD,-0.16513671001709,+,Left Replicating,-9
ERD,-0.241021977957366,-,Left Replicating,-90
ERD,-0.185126451793075,+,Left Replicating,-90
LRD,-0.518233715794276,-,Left Replicating,-90
LRD,-0.156803112230506,+,Left Replicating,-90
ERD,-0.199880585764255,-,Left Replicating,-91
ERD,-0.271232332865587,+,Left Replicating,-91
LRD,-0.692776619935033,-,Left Replicating,-91
LRD,-0.0285550277387481,+,Left Replicating,-91
ERD,-0.225425088686601,-,Left Replicating,-92
ERD,0.0304901525013053,+,Left Replicating,-92
LRD,-0.461070719886007,-,Left Replicating,-92
LRD,-0.0257550322555975,+,Left Replicating,-92
ERD,-0.0666493813530736,-,Left Replicating,-93
ERD,-0.14140628123681,+,Left Replicating,-93
LRD,-0.525832758455173,-,Left Replicating,-93
LRD,-0.0420961991330422,+,Left Replicating,-93
ERD,-0.175802390997922,-,Left Replicating,-94
ERD,0.0559636480955843,+,Left Replicating,-94
LRD,-0.518895088316349,-,Left Replicating,-94
LRD,-0.315489413686417,+,Left Replicating,-94
ERD,-0.293865621705152,-,Left Replicating,-95
ERD,-0.134742287595003,+,Left Replicating,-95
LRD,-0.442550922665269,-,Left Replicating,-95
LRD,-0.12686532915804,+,Left Replicating,-95
ERD,-0.140630718245181,-,Left Replicating,-96
ERD,-0.0158863845051375,+,Left Replicating,-96
LRD,-0.608620245195535,-,Left Replicating,-96
LRD,-0.0476269395958618,+,Left Replicating,-96
ERD,-0.230425582429871,-,Left Replicating,-97
ERD,-0.23538813670439,+,Left Replicating,-97
LRD,-0.56492552309787,-,Left Replicating,-97
LRD,0.0216330785117831,+,Left Replicating,-97
ERD,-0.312666387718974,-,Left Replicating,-98
ERD,-0.0834367457125594,+,Left Replicating,-98
LRD,-0.346181852355098,-,Left Replicating,-98
LRD,0.103484160672701,+,Left Replicating,-98
ERD,-0.271087775761441,-,Left Replicating,-99
ERD,-0.246022846657961,+,Left Replicating,-99
LRD,-0.454032933333018,-,Left Replicating,-99
LRD,-0.0411524968114969,+,Left Replicating,-99
ERD,-0.317310453639144,-,Right Replicating,1
ERD,-0.269466080694285,+,Right Replicating,1
LRD,-0.188743257848852,-,Right Replicating,1
LRD,0.0837943578631648,+,Right Replicating,1
ERD,-0.327322131180429,-,Right Replicating,10
ERD,-0.363227728445668,+,Right Replicating,10
LRD,-0.00989982533278116,-,Right Replicating,10
LRD,-0.17941459586872,+,Right Replicating,10
ERD,-0.149373912042369,-,Right Replicating,100
ERD,-0.135691314599332,+,Right Replicating,100
LRD,-0.147826291018783,-,Right Replicating,100
LRD,-0.542886139190659,+,Right Replicating,100
ERD,-0.333633812115834,-,Right Replicating,11
ERD,-0.157018533826503,+,Right Replicating,11
LRD,-0.107524372762397,-,Right Replicating,11
LRD,-0.00351664348660679,+,Right Replicating,11
ERD,-0.219298215408216,-,Right Replicating,12
ERD,-0.224841343951444,+,Right Replicating,12
LRD,0.0611816738799304,-,Right Replicating,12
LRD,-0.00860124748534465,+,Right Replicating,12
ERD,-0.20629293104514,-,Right Replicating,13
ERD,-0.233609361797972,+,Right Replicating,13
LRD,0.0280782835282229,-,Right Replicating,13
LRD,-0.0460815698559383,+,Right Replicating,13
ERD,-0.224017888834178,-,Right Replicating,14
ERD,-0.183842441578989,+,Right Replicating,14
LRD,0.0175261983689786,-,Right Replicating,14
LRD,-0.151835217276481,+,Right Replicating,14
ERD,-0.228521544571908,-,Right Replicating,15
ERD,-0.167552958222739,+,Right Replicating,15
LRD,-0.0890712682979914,-,Right Replicating,15
LRD,-0.163475497948824,+,Right Replicating,15
ERD,-0.170615462499363,-,Right Replicating,16
ERD,-0.282451090109034,+,Right Replicating,16
LRD,-0.0361251253598936,-,Right Replicating,16
LRD,-0.151576082450028,+,Right Replicating,16
ERD,-0.0234864580258457,-,Right Replicating,17
ERD,-0.252419136046485,+,Right Replicating,17
LRD,-0.242308150149442,-,Right Replicating,17
LRD,-0.0711899381162215,+,Right Replicating,17
ERD,-0.2278905316497,-,Right Replicating,18
ERD,-0.146221941116726,+,Right Replicating,18
LRD,-0.0243393340929148,-,Right Replicating,18
LRD,-0.159159892707465,+,Right Replicating,18
ERD,-0.136010064240479,-,Right Replicating,19
ERD,-0.195964940527165,+,Right Replicating,19
LRD,0.0838729636482859,-,Right Replicating,19
LRD,-0.312121658538847,+,Right Replicating,19
ERD,-0.220954538982158,-,Right Replicating,2
ERD,-0.226665691720233,+,Right Replicating,2
LRD,-0.156033385543796,-,Right Replicating,2
LRD,0.170986682298326,+,Right Replicating,2
ERD,-0.137418688507399,-,Right Replicating,20
ERD,-0.298176135750832,+,Right Replicating,20
LRD,-0.0425139393289072,-,Right Replicating,20
LRD,-0.198536468574901,+,Right Replicating,20
ERD,-0.145340117913841,-,Right Replicating,21
ERD,-0.0743514567688974,+,Right Replicating,21
LRD,-0.247277824929306,-,Right Replicating,21
LRD,-0.0498577119201359,+,Right Replicating,21
ERD,-0.190108831248815,-,Right Replicating,22
ERD,-0.130721222800334,+,Right Replicating,22
LRD,-0.0312578362217653,-,Right Replicating,22
LRD,-0.132324242702132,+,Right Replicating,22
ERD,-0.205043239856486,-,Right Replicating,23
ERD,-0.238553858316892,+,Right Replicating,23
LRD,0.0818142538580089,-,Right Replicating,23
LRD,-0.134971611664836,+,Right Replicating,23
ERD,-0.0486008143062597,-,Right Replicating,24
ERD,-0.348559330136223,+,Right Replicating,24
LRD,0.0214324237830312,-,Right Replicating,24
LRD,-0.274076125028232,+,Right Replicating,24
ERD,-0.322578580608422,-,Right Replicating,25
ERD,-0.106211535789653,+,Right Replicating,25
LRD,0.112741891444002,-,Right Replicating,25
LRD,-0.183516693357833,+,Right Replicating,25
ERD,-0.165745975178092,-,Right Replicating,26
ERD,-0.101010713622419,+,Right Replicating,26
LRD,0.0110750939986663,-,Right Replicating,26
LRD,-0.12933325392897,+,Right Replicating,26
ERD,-0.112482441227728,-,Right Replicating,27
ERD,-0.209397054195656,+,Right Replicating,27
LRD,-0.200721018717308,-,Right Replicating,27
LRD,-0.232591928061815,+,Right Replicating,27
ERD,-0.0806053752503549,-,Right Replicating,28
ERD,-0.238184376951595,+,Right Replicating,28
LRD,0.0448984833380201,-,Right Replicating,28
LRD,-0.19597481973144,+,Right Replicating,28
ERD,-0.203678542355722,-,Right Replicating,29
ERD,-0.392201066951441,+,Right Replicating,29
LRD,0.00855394502939104,-,Right Replicating,29
LRD,-0.156466634319009,+,Right Replicating,29
ERD,-0.149777312591168,-,Right Replicating,3
ERD,-0.150567127328164,+,Right Replicating,3
LRD,-0.276401923586167,-,Right Replicating,3
LRD,-0.142575673570952,+,Right Replicating,3
ERD,-0.191955312024127,-,Right Replicating,30
ERD,-0.114591655485625,+,Right Replicating,30
LRD,0.0659582760255707,-,Right Replicating,30
LRD,-0.259161391473224,+,Right Replicating,30
ERD,-0.122679390901995,-,Right Replicating,31
ERD,-0.28262235301738,+,Right Replicating,31
LRD,-0.194326570216406,-,Right Replicating,31
LRD,-0.296666772197327,+,Right Replicating,31
ERD,-0.0829956456420391,-,Right Replicating,32
ERD,-0.247410303455561,+,Right Replicating,32
LRD,0.0992574567194469,-,Right Replicating,32
LRD,-0.181814441607571,+,Right Replicating,32
ERD,-0.135763645922346,-,Right Replicating,33
ERD,-0.0584686210779058,+,Right Replicating,33
LRD,0.251577049309599,-,Right Replicating,33
LRD,-0.254584986772083,+,Right Replicating,33
ERD,-0.213709348038579,-,Right Replicating,34
ERD,-0.176003979057788,+,Right Replicating,34
LRD,0.137507166264205,-,Right Replicating,34
LRD,-0.323290287595879,+,Right Replicating,34
ERD,-0.173045849816216,-,Right Replicating,35
ERD,-0.222636390046616,+,Right Replicating,35
LRD,0.0527009177970911,-,Right Replicating,35
LRD,-0.199534667749069,+,Right Replicating,35
ERD,-0.214063654864498,-,Right Replicating,36
ERD,-0.331939830520043,+,Right Replicating,36
LRD,-0.11787156804545,-,Right Replicating,36
LRD,-0.323795228145149,+,Right Replicating,36
ERD,-0.270057446269455,-,Right Replicating,37
ERD,-0.194888509924986,+,Right Replicating,37
LRD,-0.100450044363257,-,Right Replicating,37
LRD,-0.293841099972403,+,Right Replicating,37
ERD,-0.173363528396834,-,Right Replicating,38
ERD,-0.276798314321386,+,Right Replicating,38
LRD,-0.100676417583687,-,Right Replicating,38
LRD,-0.0978530846935077,+,Right Replicating,38
ERD,-0.196303032299134,-,Right Replicating,39
ERD,-0.233663994591237,+,Right Replicating,39
LRD,0.202347698757175,-,Right Replicating,39
LRD,-0.424892970324497,+,Right Replicating,39
ERD,-0.293040370161538,-,Right Replicating,4
ERD,-0.219765859550597,+,Right Replicating,4
LRD,-0.0675186888082453,-,Right Replicating,4
LRD,-0.102910575825164,+,Right Replicating,4
ERD,-0.30714305109407,-,Right Replicating,40
ERD,-0.150445208434925,+,Right Replicating,40
LRD,-0.0519366472223598,-,Right Replicating,40
LRD,-0.340040791418072,+,Right Replicating,40
ERD,-0.123115810692569,-,Right Replicating,41
ERD,-0.170679962312684,+,Right Replicating,41
LRD,0.103563844610109,-,Right Replicating,41
LRD,-0.497760632456219,+,Right Replicating,41
ERD,-0.123156336739753,-,Right Replicating,42
ERD,-0.130331859888076,+,Right Replicating,42
LRD,-0.0362019561025388,-,Right Replicating,42
LRD,-0.291533447701307,+,Right Replicating,42
ERD,-0.209555746478114,-,Right Replicating,43
ERD,-0.322860249233109,+,Right Replicating,43
LRD,0.0293082333264744,-,Right Replicating,43
LRD,-0.433903545942144,+,Right Replicating,43
ERD,-0.292885354352794,-,Right Replicating,44
ERD,-0.0868388662489607,+,Right Replicating,44
LRD,0.0440786803023769,-,Right Replicating,44
LRD,-0.399684522099533,+,Right Replicating,44
ERD,-0.123361156201473,-,Right Replicating,45
ERD,-0.150138270800622,+,Right Replicating,45
