chromosomes,start_position,end_position,dataset,score,dataset_strand,product,windows,phase,time_after_exposure,repdomains,sample_strand,replicate,real,sim,xr_ds
.,0,100,Initiation Zones,0,.,64_PP,88,early,12,ERD,-,_,1.42754328316659,1.71759402394789,0.831129628575079
.,0,100,Initiation Zones,0,.,64_PP,88,early,12,ERD,+,_,1.36555843003484,1.48694860702226,0.91836289673083
.,0,100,Initiation Zones,0,.,64_PP,88,early,12,LRD,-,_,0.659847639692768,0.789868528153334,0.835389202346691
.,0,100,Initiation Zones,0,.,64_PP,88,early,12,LRD,+,_,0.621635747280054,0.629779661170443,0.987068629883579
.,0,100,Initiation Zones,0,.,64_PP,89,early,12,ERD,-,_,1.41884946522883,1.50126037693277,0.945105517357142
.,0,100,Initiation Zones,0,.,64_PP,89,early,12,ERD,+,_,1.39061744964202,1.60165847352212,0.868235939578296
.,0,100,Initiation Zones,0,.,64_PP,89,early,12,LRD,-,_,0.551784118325213,0.742641361428642,0.743002136675675
.,0,100,Initiation Zones,0,.,64_PP,89,early,12,LRD,+,_,0.554879681401372,0.786190189850296,0.705783013531408
.,0,100,Initiation Zones,0,.,64_PP,9,early,12,ERD,-,_,1.35571170581987,1.51747614410833,0.893399023822211
.,0,100,Initiation Zones,0,.,64_PP,9,early,12,ERD,+,_,1.34907625978761,1.53738650834112,0.877512748074848
.,0,100,Initiation Zones,0,.,64_PP,9,early,12,LRD,-,_,0.727381532768162,0.836008352038754,0.8700649114262
.,0,100,Initiation Zones,0,.,64_PP,9,early,12,LRD,+,_,0.783344226278838,0.824030730363291,0.950625016051869
.,0,100,Initiation Zones,0,.,64_PP,90,early,12,ERD,-,_,1.34338017107165,1.58162831930288,0.849365274177533
.,0,100,Initiation Zones,0,.,64_PP,90,early,12,ERD,+,_,1.3182679204616,1.54373720697567,0.853945810533527
.,0,100,Initiation Zones,0,.,64_PP,90,early,12,LRD,-,_,0.607873377114739,0.823671120575605,0.738004965731881
.,0,100,Initiation Zones,0,.,64_PP,90,early,12,LRD,+,_,0.630371264298457,0.778453559160499,0.809773758345023
.,0,100,Initiation Zones,0,.,64_PP,91,early,12,ERD,-,_,1.36167706469851,1.48367831267866,0.917771091659424
.,0,100,Initiation Zones,0,.,64_PP,91,early,12,ERD,+,_,1.43989439973717,1.62879000550208,0.884027035328797
.,0,100,Initiation Zones,0,.,64_PP,91,early,12,LRD,-,_,0.637084078646019,0.736760451059394,0.864709930792228
.,0,100,Initiation Zones,0,.,64_PP,91,early,12,LRD,+,_,0.632183431887204,0.723215067446088,0.874129232566536
.,0,100,Initiation Zones,0,.,64_PP,92,early,12,ERD,-,_,1.30344166997468,1.563497719065,0.833670336758897
.,0,100,Initiation Zones,0,.,64_PP,92,early,12,ERD,+,_,1.374621930725,1.46828864136006,0.936206881946386
.,0,100,Initiation Zones,0,.,64_PP,92,early,12,LRD,-,_,0.602842514675965,0.768060636892831,0.784889220615118
.,0,100,Initiation Zones,0,.,64_PP,92,early,12,LRD,+,_,0.674695066421507,0.679224461360342,0.993331519701509
.,0,100,Initiation Zones,0,.,64_PP,93,early,12,ERD,-,_,1.30219333926828,1.72758896832183,0.753763402722597
.,0,100,Initiation Zones,0,.,64_PP,93,early,12,ERD,+,_,1.31047509940842,1.4432371948238,0.908010896690073
.,0,100,Initiation Zones,0,.,64_PP,93,early,12,LRD,-,_,0.598250971032238,0.796834877515351,0.750784118408161
.,0,100,Initiation Zones,0,.,64_PP,93,early,12,LRD,+,_,0.665669541329734,0.769800498816507,0.864729942826922
