dataset,chromosomes,start_position,end_position,score,dataset_strand,counts,sample_names,file_names,layout,cell_line,product,method,uv_exposure,treatment,phase,time_after_exposure,replicate,project,sample_source,sample_strand,mapped_reads,RPKM,windows,repdomains
iz,.,0,100,0,.,0.282629107981221,Hela_CPD_DS_NA_early_12_NA,HDEC_comb,single,HeLa_S3,CPD,Damage_seq,20J,NA,early,12,_,repair_replication,Sancar,-,16602020,0.170237783101828,-100,ERD
iz,.,0,100,0,.,0.26150234741784,Hela_CPD_DS_NA_early_12_NA,HDEC_comb,single,HeLa_S3,CPD,Damage_seq,20J,NA,early,12,_,repair_replication,Sancar,+,16602020,0.157512367421459,-100,ERD
iz,.,0,100,0,.,0.435680751173709,Hela_CPD_DS_NA_early_120_NA,HelaD1_5R2h2_comb,paired,HeLa_S3,CPD,Damage_seq,20J,NA,early,120,_,repair_replication,Hu,+,29656667,0.146908198137609,-100,ERD
iz,.,0,100,0,.,0.692488262910798,Hela_CPD_DS_NA_late_120_NA,HelaD3_5R2h2_comb,paired,HeLa_S3,CPD,Damage_seq,20J,NA,late,120,_,repair_replication,Hu,-,43208468,0.160266793747651,-100,ERD
iz,.,0,100,0,.,0.274178403755869,Hela_CPD_DS_NA_late_12_NA,HDLC_comb,single,HeLa_S3,CPD,Damage_seq,20J,NA,late,12,_,repair_replication,Sancar,+,17759688,0.154382443968536,-100,ERD
iz,.,0,100,0,.,0.452112676056338,Hela_CPD_DS_NA_early_120_NA,HelaD1_5R2h2_comb,paired,HeLa_S3,CPD,Damage_seq,20J,NA,early,120,_,repair_replication,Hu,-,29656667,0.152448916817368,-100,ERD
iz,.,0,100,0,.,0.292957746478873,Hela_CPD_DS_NA_late_12_NA,HDLC_comb,single,HeLa_S3,CPD,Damage_seq,20J,NA,late,12,_,repair_replication,Sancar,-,17759688,0.164956583966381,-100,ERD
iz,.,0,100,0,.,0.646009389671361,Hela_CPD_DS_NA_late_120_NA,HelaD3_5R2h2_comb,paired,HeLa_S3,CPD,Damage_seq,20J,NA,late,120,_,repair_replication,Hu,+,43208468,0.149509903862215,-100,ERD
iz,.,0,100,0,.,0.330046948356808,Hela_CPD_DS_NA_late_12_NA,HDLC_comb,single,HeLa_S3,CPD,Damage_seq,20J,NA,late,12,_,repair_replication,Sancar,-,17759688,0.185840510462125,-91,ERD
iz,.,0,100,0,.,0.689201877934272,Hela_CPD_DS_NA_late_120_NA,HelaD3_5R2h2_comb,paired,HeLa_S3,CPD,Damage_seq,20J,NA,late,120,_,repair_replication,Hu,-,43208468,0.159506205573933,-91,ERD
iz,.,0,100,0,.,0.466666666666667,Hela_CPD_DS_NA_early_120_NA,HelaD1_5R2h2_comb,paired,HeLa_S3,CPD,Damage_seq,20J,NA,early,120,_,repair_replication,Hu,+,29656667,0.157356410505154,-91,ERD
iz,.,0,100,0,.,0.463380281690141,Hela_CPD_DS_NA_early_120_NA,HelaD1_5R2h2_comb,paired,HeLa_S3,CPD,Damage_seq,20J,NA,early,120,_,repair_replication,Hu,-,29656667,0.156248266769203,-91,ERD
iz,.,0,100,0,.,0.66056338028169,Hela_CPD_DS_NA_late_120_NA,HelaD3_5R2h2_comb,paired,HeLa_S3,CPD,Damage_seq,20J,NA,late,120,_,repair_replication,Hu,+,43208468,0.152878222917251,-91,ERD
iz,.,0,100,0,.,0.272769953051643,Hela_CPD_DS_NA_early_12_NA,HDEC_comb,single,HeLa_S3,CPD,Damage_seq,20J,NA,early,12,_,repair_replication,Sancar,-,16602020,0.164299255784322,-91,ERD
iz,.,0,100,0,.,0.262441314553991,Hela_CPD_DS_NA_early_12_NA,HDEC_comb,single,HeLa_S3,CPD,Damage_seq,20J,NA,early,12,_,repair_replication,Sancar,+,16602020,0.158077941451697,-91,ERD
iz,.,0,100,0,.,0.277464788732394,Hela_CPD_DS_NA_late_12_NA,HDLC_comb,single,HeLa_S3,CPD,Damage_seq,20J,NA,late,12,_,repair_replication,Sancar,+,17759688,0.156232918468159,-91,ERD
iz,.,0,100,0,.,0.291079812206573,Hela_CPD_DS_NA_late_12_NA,HDLC_comb,single,HeLa_S3,CPD,Damage_seq,20J,NA,late,12,_,repair_replication,Sancar,+,17759688,0.163899169966597,-1,ERD
