repdomains,log2val,sample_strand,direction,windows
ERD,0.458585009011465,-,Left Replicating,-1
ERD,0.593948028154134,+,Left Replicating,-1
LRD,-0.805445688092411,-,Left Replicating,-1
LRD,-0.78414298354934,+,Left Replicating,-1
ERD,0.425163116344633,-,Left Replicating,-10
ERD,0.224686473234483,+,Left Replicating,-10
LRD,-1.2411992689762,-,Left Replicating,-10
LRD,-0.93834900163032,+,Left Replicating,-10
ERD,0.398862205982342,-,Left Replicating,-100
ERD,0.308374919739018,+,Left Replicating,-100
LRD,-1.31241007407272,-,Left Replicating,-100
LRD,-1.04088042646735,+,Left Replicating,-100
ERD,0.459827549290923,-,Left Replicating,-11
ERD,0.372160219558017,+,Left Replicating,-11
LRD,-1.31450889132483,-,Left Replicating,-11
LRD,-0.89250471707249,+,Left Replicating,-11
ERD,0.269629752584821,-,Left Replicating,-12
ERD,0.508744155544282,+,Left Replicating,-12
LRD,-1.21577269566734,-,Left Replicating,-12
LRD,-1.05279265878046,+,Left Replicating,-12
ERD,0.281118477865796,-,Left Replicating,-13
ERD,0.734840728522198,+,Left Replicating,-13
LRD,-0.956706083522258,-,Left Replicating,-13
LRD,-1.17710929994006,+,Left Replicating,-13
ERD,0.34844795975469,-,Left Replicating,-14
ERD,0.541887920948346,+,Left Replicating,-14
LRD,-1.10725521317564,-,Left Replicating,-14
LRD,-0.719155498458292,+,Left Replicating,-14
ERD,0.162150126962493,-,Left Replicating,-15
ERD,0.387079938695607,+,Left Replicating,-15
LRD,-1.06260468043882,-,Left Replicating,-15
LRD,-0.829729159470118,+,Left Replicating,-15
ERD,0.421755189611352,-,Left Replicating,-16
ERD,0.327042683263216,+,Left Replicating,-16
LRD,-1.26843887984541,-,Left Replicating,-16
LRD,-0.803623444285702,+,Left Replicating,-16
ERD,0.272397410667628,-,Left Replicating,-17
ERD,0.517431160160496,+,Left Replicating,-17
LRD,-0.964098770491236,-,Left Replicating,-17
LRD,-0.929354924149451,+,Left Replicating,-17
ERD,0.353893929992206,-,Left Replicating,-18
ERD,0.148876899527264,+,Left Replicating,-18
LRD,-1.28727308808473,-,Left Replicating,-18
LRD,-1.19517627328454,+,Left Replicating,-18
ERD,0.412658469657211,-,Left Replicating,-19
ERD,0.224769032106678,+,Left Replicating,-19
LRD,-1.51334751817841,-,Left Replicating,-19
LRD,-0.664169000713505,+,Left Replicating,-19
ERD,0.434037177544196,-,Left Replicating,-2
ERD,0.3301121504387,+,Left Replicating,-2
LRD,-0.87411043683021,-,Left Replicating,-2
LRD,-0.666277901692606,+,Left Replicating,-2
ERD,0.288051378772324,-,Left Replicating,-20
ERD,0.384556502751887,+,Left Replicating,-20
LRD,-1.18692920496543,-,Left Replicating,-20
LRD,-0.530039231996142,+,Left Replicating,-20
ERD,0.48942661685159,-,Left Replicating,-21
ERD,0.159986169481388,+,Left Replicating,-21
LRD,-1.39991185089517,-,Left Replicating,-21
LRD,-1.22194010614893,+,Left Replicating,-21
ERD,0.395271224069781,-,Left Replicating,-22
ERD,0.334706445171068,+,Left Replicating,-22
LRD,-1.27800887215465,-,Left Replicating,-22
LRD,-0.835122092517903,+,Left Replicating,-22
ERD,0.418175687961073,-,Left Replicating,-23
ERD,0.554839356515472,+,Left Replicating,-23
LRD,-1.14655279795581,-,Left Replicating,-23
LRD,-1.05662878069285,+,Left Replicating,-23
ERD,0.475712457579462,-,Left Replicating,-24
ERD,0.488185114694921,+,Left Replicating,-24
LRD,-1.23606299246258,-,Left Replicating,-24
LRD,-0.806457789547614,+,Left Replicating,-24
ERD,0.322196812719301,-,Left Replicating,-25
ERD,0.243825267040209,+,Left Replicating,-25
LRD,-0.944925853840217,-,Left Replicating,-25
LRD,-0.680341590903942,+,Left Replicating,-25
ERD,0.388361167438496,-,Left Replicating,-26
ERD,0.170831219267124,+,Left Replicating,-26
LRD,-1.48795979598355,-,Left Replicating,-26
LRD,-0.990906412015663,+,Left Replicating,-26
ERD,0.249364950360636,-,Left Replicating,-27
ERD,0.18273212009498,+,Left Replicating,-27
LRD,-1.4208938441384,-,Left Replicating,-27
LRD,-1.08017197020831,+,Left Replicating,-27
ERD,0.619615478254438,-,Left Replicating,-28
ERD,0.539316106948123,+,Left Replicating,-28
LRD,-1.21510604183771,-,Left Replicating,-28
LRD,-0.521909793072805,+,Left Replicating,-28
ERD,0.766795020751744,-,Left Replicating,-29
ERD,0.449978614975184,+,Left Replicating,-29
LRD,-1.18334141258659,-,Left Replicating,-29
LRD,-0.856545252666247,+,Left Replicating,-29
ERD,0.297212447658732,-,Left Replicating,-3
ERD,0.505909453887265,+,Left Replicating,-3
LRD,-1.02899764993998,-,Left Replicating,-3
LRD,-1.05098751242722,+,Left Replicating,-3
ERD,0.307080119746018,-,Left Replicating,-30
ERD,0.103746385118048,+,Left Replicating,-30
LRD,-1.11837662572017,-,Left Replicating,-30
LRD,-0.545731231948218,+,Left Replicating,-30
ERD,0.182232325367291,-,Left Replicating,-31
ERD,0.441095268691747,+,Left Replicating,-31
LRD,-1.20161744289642,-,Left Replicating,-31
LRD,-0.725419732905487,+,Left Replicating,-31
ERD,0.484837233656178,-,Left Replicating,-32
ERD,0.410816443637854,+,Left Replicating,-32
LRD,-1.39802210986882,-,Left Replicating,-32
LRD,-0.508083514387408,+,Left Replicating,-32
ERD,0.296179586434766,-,Left Replicating,-33
ERD,0.564547103263402,+,Left Replicating,-33
LRD,-1.47310114326896,-,Left Replicating,-33
LRD,-0.590255933470886,+,Left Replicating,-33
ERD,0.554041799312742,-,Left Replicating,-34
ERD,0.616252485877973,+,Left Replicating,-34
LRD,-1.38191372614126,-,Left Replicating,-34
LRD,-0.994585050203218,+,Left Replicating,-34
ERD,0.299534537951833,-,Left Replicating,-35
ERD,0.486828859558894,+,Left Replicating,-35
LRD,-1.19987558892377,-,Left Replicating,-35
LRD,-0.940296235936302,+,Left Replicating,-35
ERD,0.275130305827846,-,Left Replicating,-36
ERD,0.306342509145672,+,Left Replicating,-36
LRD,-1.22138503988003,-,Left Replicating,-36
LRD,-1.03026929525171,+,Left Replicating,-36
ERD,0.425769927858838,-,Left Replicating,-37
ERD,0.264330695858881,+,Left Replicating,-37
LRD,-0.966219218453073,-,Left Replicating,-37
LRD,-0.980845179857206,+,Left Replicating,-37
