repdomains,log2val,norm,strands,direction,window_number
ERD,-7.26820354331278,0.00648713175858855,+,Left Replicating,-93
ERD,-7.04603307479181,0.00756715611900327,-,Left Replicating,-21
ERD,-6.71012984502734,0.00955101752283168,+,Left Replicating,-21
ERD,-6.98483939032767,0.00789503080007244,-,Left Replicating,-20
ERD,-6.95358477360582,0.00806793528102852,+,Left Replicating,-20
ERD,-6.80921135306196,0.00891708971097951,-,Left Replicating,-19
ERD,-6.99840327419074,0.00782115139597117,+,Left Replicating,-19
ERD,-7.06354652935207,0.00747585068943183,-,Left Replicating,-18
ERD,-6.83880486124768,0.00873603976641591,+,Left Replicating,-18
ERD,-6.75463111276949,0.00926090492016585,-,Left Replicating,-17
ERD,-6.63096403492458,0.0100897620746949,+,Left Replicating,-17
ERD,-7.10473502186149,0.00726543542579247,-,Left Replicating,-16
ERD,-6.65712620329471,0.00990844100409017,+,Left Replicating,-16
ERD,-7.07959657986938,0.00739314241693648,-,Left Replicating,-15
ERD,-6.95832235301532,0.00804148492709694,+,Left Replicating,-15
ERD,-6.56469344909325,0.0105640478451819,-,Left Replicating,-14
ERD,-7.2286931984398,0.00666724658832077,+,Left Replicating,-14
ERD,-6.84601234521859,0.00869250468452347,-,Left Replicating,-13
ERD,-6.62019863404985,0.0101653335594104,+,Left Replicating,-13
ERD,-6.80605491354116,0.00893662056560686,-,Left Replicating,-12
ERD,-6.98883139033953,0.00787321510240839,+,Left Replicating,-12
ERD,-7.51165846839869,0.00547980978878807,-,Left Replicating,-92
ERD,-7.23398730597706,0.00664282532430997,+,Left Replicating,-92
ERD,-6.85910263916019,0.0086139899805891,-,Left Replicating,-11
ERD,-6.83304938673709,0.00877096085484435,+,Left Replicating,-11
ERD,-6.80774900695897,0.00892613284344819,-,Left Replicating,-10
ERD,-6.7448760104498,0.00932373676797847,+,Left Replicating,-10
ERD,-6.96001521994354,0.00803205453485143,-,Left Replicating,-9
ERD,-6.84721009957622,0.00868529098768984,+,Left Replicating,-9
ERD,-6.98092766033305,0.0079164664702894,-,Left Replicating,-8
ERD,-6.9785566353597,0.00792948763671502,+,Left Replicating,-8
ERD,-6.7045284418247,0.00958817235519979,-,Left Replicating,-7
ERD,-6.91288553465067,0.00829877705441859,+,Left Replicating,-7
ERD,-6.90447893057779,0.00834727530652938,-,Left Replicating,-6
ERD,-6.85863303156345,0.00861679435258729,+,Left Replicating,-6
ERD,-7.14088702028354,0.00708563556032252,-,Left Replicating,-5
ERD,-6.69880846874622,0.00962626284035071,+,Left Replicating,-5
ERD,-6.69471700581507,0.00965360153470482,-,Left Replicating,-4
ERD,-6.90407381192275,0.0083496196077763,+,Left Replicating,-4
ERD,-6.88307012474137,0.00847206794674742,-,Left Replicating,-3
ERD,-6.92940322131657,0.00820430464440599,+,Left Replicating,-3
ERD,-6.94860833493145,0.00809581290573884,-,Left Replicating,-2
ERD,-6.99109554372281,0.00786086863603551,+,Left Replicating,-2
LRD,-4.97792875216558,0.0317317576938031,-,Left Replicating,-100
LRD,-5.16581118034837,0.0278570986899616,+,Left Replicating,-100
LRD,-4.90779613622801,0.033312417467272,-,Left Replicating,-91
LRD,-4.95322668479733,0.0322797522306084,+,Left Replicating,-91
LRD,-4.91310555403074,0.0331900461567159,-,Left Replicating,-1
LRD,-5.00389958200107,0.0311656457969815,+,Left Replicating,-1
LRD,-5.19075371094998,0.027379621046879,-,Right Replicating,1
LRD,-4.81642032238677,0.035490573007346,+,Right Replicating,1
LRD,-5.15115180703477,0.0281416005252782,-,Right Replicating,2
LRD,-5.26507427427271,0.0260048716163955,+,Right Replicating,2
LRD,-5.30488021668911,0.025297169539754,-,Right Replicating,3
LRD,-5.0485961878861,0.0302148965364536,+,Right Replicating,3
LRD,-4.80622089189995,0.0357423699580199,-,Right Replicating,4
LRD,-5.1131874846614,0.0288919725562559,+,Right Replicating,4
