dataset,chromosomes,start_position,end_position,score,dataset_strand,product,phase,method,sample_strand,windows,repdomains,12,120,diff
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-100,ERD,0.188593444744916,0.154712227908747,0.179652144760364
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-100,LRD,0.154414214453667,0.147504977238594,0.0447448263718329
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-99,ERD,0.185244107611468,0.154860989666351,0.16401664990523
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-99,LRD,0.16009120763211,0.143790037071104,0.101824271314553
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-98,ERD,0.168497421944228,0.157241177788024,0.0668036580401204
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-98,LRD,0.156306545513148,0.162583263800762,-0.0401564647661283
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-97,ERD,0.178287792026615,0.162745362819393,0.0871760709499471
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-97,LRD,0.145331025368157,0.151656969190496,-0.0435278276356589
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-96,ERD,0.173134965667464,0.15515851318156,0.103829127851797
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-96,LRD,0.144574092944364,0.157338642387834,-0.0882907108978491
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-95,ERD,0.187305238155128,0.159323842394488,0.149389285832283
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-95,LRD,0.165389734598658,0.154934857573575,0.0632135788261135
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-94,ERD,0.172362041713591,0.154414704393537,0.104125810657757
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-94,LRD,0.162362004903488,0.139638045119203,0.13995860544955
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-93,ERD,0.182410053113935,0.157241177788024,0.137979650223501
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-93,LRD,0.152521883394185,0.137015734412739,0.101665076750801
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-92,ERD,0.162571671631205,0.160960221728138,0.00991224293198032
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-92,LRD,0.161983538691591,0.141604778149051,0.12580760185355
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-91,ERD,0.169012704580143,0.165869359729089,0.0185982755489481
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-91,LRD,0.153278815817978,0.147504977238594,0.0376688621227353
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-90,ERD,0.177514868072742,0.164084218637834,0.0756592931100525
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-90,LRD,0.167282065658139,0.142478881717872,0.148271626385552
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-89,ERD,0.181121846524147,0.157687463060838,0.129384632019999
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-89,LRD,0.158955808996422,0.157120116495629,0.0115484455232097
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-88,ERD,0.17880307466253,0.165869359729089,0.0723349693949709
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-88,LRD,0.161983538691591,0.154497805789165,0.0462129236272529
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-87,ERD,0.181121846524147,0.156051083727188,0.138419319800924
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-87,LRD,0.151764950970393,0.156246012926807,-0.0295263295494924
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-86,ERD,0.186789955519213,0.161257745243347,0.136689417827072
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-86,LRD,0.151764950970393,0.154060754004754,-0.0151273599054438
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-85,ERD,0.172877324349506,0.155009751423956,0.10335405752479
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-85,LRD,0.144195626732468,0.142915933502283,0.00887470209176197
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-84,ERD,0.177514868072742,0.147422901786123,0.169518004961072
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-84,LRD,0.156306545513148,0.145101192424336,0.07168831639152
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-83,ERD,0.167724497990356,0.16884459488118,-0.00667819492230002
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-83,LRD,0.156306545513148,0.154279279896959,0.0129698062837546
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-82,ERD,0.181121846524147,0.158580033606465,0.124456620503132
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-82,LRD,0.148737221275223,0.148597606699621,0.000938666020549798
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-81,ERD,0.176484302800912,0.16720821554753,0.0525604096577702
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-81,LRD,0.156306545513148,0.154497805789165,0.011571746519284
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-80,ERD,0.179060715980487,0.163191648092207,0.0886239497110567
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-80,LRD,0.156685011725044,0.146630873669773,0.0641678354845729
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-79,ERD,0.174938454893167,0.169439641911598,0.0314328429671241
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-79,LRD,0.144952559156261,0.154279279896959,-0.0643432637201288
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-78,ERD,0.180606563888232,0.16363793336502,0.0939535649087096
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-78,LRD,0.146087957791949,0.14116772636464,0.0336799247636584
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-77,ERD,0.179318357298445,0.159918889424906,0.1081845058465
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-77,LRD,0.146466424003846,0.156901590603423,-0.0712461348773272
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-76,ERD,0.177257226754784,0.169885927184412,0.0415853260559564
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-76,LRD,0.158198876572629,0.148816132591826,0.0593098015869607
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-75,ERD,0.166693932718525,0.159472604152093,0.0433208842617361
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-75,LRD,0.156685011725044,0.159523901309887,-0.0181184502179756
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-74,ERD,0.187047596837171,0.157984986576047,0.155375480639954
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-74,LRD,0.145709491580053,0.154060754004754,-0.0573144709664494
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-73,ERD,0.174423172257252,0.160216412940115,0.0814499537720996
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-73,LRD,0.15706347793694,0.152968124543727,0.0260745110639733
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-72,ERD,0.174938454893167,0.159472604152093,0.0884073816161168
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-72,LRD,0.152521883394185,0.149908762052853,0.0171327633988034
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-71,ERD,0.189624010016746,0.161704030516161,0.147238630266913
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-71,LRD,0.146087957791949,0.165205574507226,-0.130863741298257
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-70,ERD,0.170558552487888,0.162150315788975,0.0492982414324304
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-70,LRD,0.162362004903488,0.159086849525477,0.020171932343149
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-69,ERD,0.175711378847039,0.154712227908747,0.119509340124028
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-69,LRD,0.154792680665563,0.15100139151388,0.0244926900637802
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-68,ERD,0.166436291400568,0.162596601061788,0.0230700306193342
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-68,LRD,0.158955808996422,0.155808961142397,0.0197969981335863
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-67,ERD,0.174165530939294,0.15188575451426,0.127922995468029
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-67,LRD,0.161983538691591,0.163238841477378,-0.00774957008549105
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-66,ERD,0.174680813575209,0.156646130757606,0.103243638774549
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-66,LRD,0.153657282029874,0.149253184376237,0.0286618219160023
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-65,ERD,0.177772509390699,0.150546898695819,0.153148598668007
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-65,LRD,0.166525133234346,0.150127287945058,0.0984706931067987
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-64,ERD,0.182410053113935,0.160216412940115,0.121668952971344
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-64,LRD,0.158577342784525,0.158868323633271,-0.00183494592377767
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-63,ERD,0.181637129160062,0.160960221728138,0.113836347929191
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-63,LRD,0.155928079301252,0.162146212016351,-0.0398782101528112
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-62,ERD,0.18498646629351,0.156497369000001,0.1540063868689
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-62,LRD,0.150629552334704,0.151219917406085,-0.00391931770512634
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-61,ERD,0.186789955519213,0.170034688942017,0.0897011112327891
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-61,LRD,0.151386484758497,0.158431271848861,-0.0465351124415255
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-60,ERD,0.175196096211124,0.162299077546579,0.0736147605081506
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-60,LRD,0.166903599446243,0.154934857573575,0.0717105078163528
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-59,ERD,0.174165530939294,0.1499518516654,0.13902681628969
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-59,LRD,0.149872619910912,0.164331470938404,-0.0964742661874288
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-58,ERD,0.170300911169931,0.155902321969583,0.0845479281433827
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-58,LRD,0.152521883394185,0.147504977238594,0.032893025210193
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-57,ERD,0.178545433344572,0.167356977305134,0.0626644760935732
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-57,LRD,0.156306545513148,0.151875495082701,0.0283484636929312
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-56,ERD,0.175453737529082,0.152629563302283,0.13008656611271
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-56,LRD,0.164254335962969,0.155590435250191,0.0527468615180474
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-55,ERD,0.16617865008261,0.161852792273766,0.0260313692925916
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-55,LRD,0.158577342784525,0.159086849525477,-0.00321298573935359
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-54,ERD,0.192458064514279,0.170183450699621,0.115737492585068
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-54,LRD,0.148737221275223,0.158649797741066,-0.066644894807472
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-53,ERD,0.190912216606534,0.169588403669203,0.11169433426714
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-53,LRD,0.155171146877459,0.166298203968252,-0.0717082867189241
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-52,ERD,0.166951574036483,0.164828027425857,0.0127195363259171
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-52,LRD,0.168038998081931,0.147504977238594,0.1221979485579
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-51,ERD,0.186789955519213,0.162745362819393,0.128725298065329
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-51,LRD,0.164632802174865,0.161709160231941,0.0177585627183778
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-50,ERD,0.171331476441761,0.169588403669203,0.0101736867548136
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-50,LRD,0.16311893732728,0.160616530770914,0.0153409934944921
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-49,ERD,0.17880307466253,0.166613168517112,0.0681750365223028
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-49,LRD,0.163497403539176,0.153186650435933,0.0630637115944962
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-48,ERD,0.171846759077676,0.161406507000952,0.0607532672292363
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-48,LRD,0.161983538691591,0.159960953094298,0.0124863650567881
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-47,ERD,0.178030150708657,0.159026318879279,0.106745019052854
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-47,LRD,0.168038998081931,0.155371909357986,0.0753818391476552
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-46,ERD,0.18086420520619,0.163786695122625,0.0944217241001126
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-46,LRD,0.155928079301252,0.152312546867112,0.0231871799507959
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-45,ERD,0.177257226754784,0.148910519362169,0.159918486324004
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-45,LRD,0.149494153699016,0.152312546867112,-0.0188528654690434
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-44,ERD,0.17983363993436,0.161406507000952,0.102467663670345
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-44,LRD,0.159334275208318,0.152312546867112,0.044069164227382
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-43,ERD,0.187562879473086,0.159175080636883,0.151350837201643
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-43,LRD,0.161226606267799,0.156901590603423,0.0268256943720054
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-42,ERD,0.183182977067808,0.163340409849811,0.108321021612458
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-42,LRD,0.152900349606082,0.142041829933461,0.0710169708610562
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-41,ERD,0.181379487842105,0.167505739062739,0.0764901750711933
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-41,LRD,0.166525133234346,0.168920514674716,-0.0143845039715352
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-40,ERD,0.172619683031549,0.163489171607416,0.0528938025130321
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-40,LRD,0.163875869751073,0.166079678076047,-0.0134480343464958
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-39,ERD,0.175453737529082,0.151290707483842,0.137717385708213
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-39,LRD,0.16614666702245,0.150564339729469,0.093786577680043
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-38,ERD,0.182152411795978,0.162596601061788,0.107359603649349
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-38,LRD,0.168417464293828,0.150564339729469,0.106005185621435
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-37,ERD,0.176226661482954,0.155009751423956,0.120395573975342
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-37,LRD,0.148737221275223,0.148816132591826,-0.000530541823537693
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-36,ERD,0.180091281252317,0.161555268758556,0.102925651729863
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-36,LRD,0.155171146877459,0.162146212016351,-0.044950786787703
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-35,ERD,0.18086420520619,0.157241177788024,0.130611954926266
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-35,LRD,0.16614666702245,0.148597606699621,0.105623908305413
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-34,ERD,0.175453737529082,0.159026318879279,0.0936282058230873
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-34,LRD,0.156306545513148,0.158212745956655,-0.0121952694767162
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-33,ERD,0.17983363993436,0.162299077546579,0.0975043512113788
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-33,LRD,0.164254335962969,0.166298203968252,-0.012443312338154
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-32,ERD,0.192200423196321,0.167803262577948,0.126936040059876
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-32,LRD,0.16917439671762,0.160179478986503,0.0531694979006241
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-31,ERD,0.184728824975553,0.171076021245249,0.0739072731725068
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-31,LRD,0.152143417182289,0.155808961142397,-0.0240926885171488
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-30,ERD,0.191427499242449,0.178067823852663,0.0697897399415187
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-30,LRD,0.154792680665563,0.158212745956655,-0.0220944897160972
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-29,ERD,0.175196096211124,0.157241177788024,0.102484694644469
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-29,LRD,0.156685011725044,0.163238841477378,-0.0418280579627781
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-28,ERD,0.173392606985421,0.17241487706369,0.00563882127808298
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-28,LRD,0.159334275208318,0.146849399561978,0.0783564969308476
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-27,ERD,0.190912216606534,0.159026318879279,0.16701863450138
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-27,LRD,0.158198876572629,0.167172307537074,-0.0567224695829296
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-26,ERD,0.188078162109001,0.155902321969583,0.171076959592844
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-26,LRD,0.154414214453667,0.162146212016351,-0.0500730945660741
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-25,ERD,0.176741944118869,0.175390112215781,0.00764861962918755
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-25,LRD,0.152143417182289,0.157338642387834,-0.0341468944352695
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-24,ERD,0.187305238155128,0.167505739062739,0.105707129642531
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-24,LRD,0.146087957791949,0.15143844329829,-0.0366250961900693
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-23,ERD,0.18292533574985,0.163191648092207,0.10787837330871
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-23,LRD,0.170309795353309,0.163675893261788,0.0389519703065716
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-22,ERD,0.186789955519213,0.170629735972435,0.086515463328092
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-22,LRD,0.167660531870035,0.164331470938404,0.0198559606992738
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-21,ERD,0.184213542339638,0.167654500820344,0.0898904679264247
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-21,LRD,0.166903599446243,0.176568920901903,-0.0579096046324215
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-20,ERD,0.179060715980487,0.168100786093157,0.0612078971499491
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-20,LRD,0.149494153699016,0.152749598651522,-0.0217764031031009
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-19,ERD,0.177514868072742,0.171076021245249,0.0362721551011427
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-19,LRD,0.152521883394185,0.163675893261788,-0.073130554248245
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-18,ERD,0.206628337001943,0.176282682761408,0.146861048590106
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-18,LRD,0.168038998081931,0.158431271848861,0.0571755743770041
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-17,ERD,0.191427499242449,0.166018121486693,0.132736298892844
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-17,LRD,0.156306545513148,0.164768522722815,-0.054137062410834
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-16,ERD,0.195807401647727,0.159175080636883,0.187083433529995
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-16,LRD,0.16311893732728,0.162146212016351,0.00596328867063023
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-15,ERD,0.192458064514279,0.165274312698671,0.141245064914344
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-15,LRD,0.15706347793694,0.164112945046199,-0.0448829174156513
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-14,ERD,0.18498646629351,0.164381742153043,0.11138503563701
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-14,LRD,0.154414214453667,0.15143844329829,0.0192713550750817
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-13,ERD,0.167982139308313,0.171671068275667,-0.021960245193586
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-13,LRD,0.157820410360733,0.165642626291636,-0.04956403238988
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-12,ERD,0.17983363993436,0.171224783002853,0.0478712266217205
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-12,LRD,0.152521883394185,0.171761351273385,-0.126142343977464
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-11,ERD,0.187820520791043,0.169439641911598,0.0978640608706137
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-11,LRD,0.16009120763211,0.16498704861502,-0.030581573187709
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-10,ERD,0.187047596837171,0.17568763573099,0.0607329968321905
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-10,LRD,0.157441944148837,0.169357566459127,-0.0756826420983848
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-9,ERD,0.178030150708657,0.161704030516161,0.0917042429471027
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-9,LRD,0.171445193988998,0.157557168280039,0.0810056285966783
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-8,ERD,0.176484302800912,0.163786695122625,0.0719475187128161
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-8,LRD,0.156685011725044,0.158649797741066,-0.0125397189839048
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-7,ERD,0.179575998616402,0.176282682761408,0.0183393988081274
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-7,LRD,0.168038998081931,0.165205574507226,0.0168617023848486
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-6,ERD,0.194003912422024,0.166166883244298,0.143486947403263
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-6,LRD,0.158955808996422,0.156027487034602,0.0184222393651902
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-5,ERD,0.177772509390699,0.161555268758556,0.0912246819698178
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-5,LRD,0.166903599446243,0.16782788521369,-0.0055378420268563
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-4,ERD,0.187820520791043,0.167059453789925,0.11053673429122
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-4,LRD,0.173715991260375,0.160616530770914,0.0754073381179219
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-3,ERD,0.189624010016746,0.157389939545629,0.169989393580859
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-3,LRD,0.170309795353309,0.170450195920153,-0.000824383392355285
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-2,ERD,0.174423172257252,0.168100786093157,0.0362473981081457
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-2,LRD,0.161605072479695,0.173728084303233,-0.075016282827764
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-1,ERD,0.176226661482954,0.159472604152093,0.0950710703469933
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,-1,LRD,0.174851389896064,0.165861152183842,0.0514164498066963
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,0,ERD,0.179060715980487,0.17048097421483,0.0479152656051693
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,0,LRD,0.171066727777101,0.186839637835553,-0.0922032604668955
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,1,ERD,0.171331476441761,0.17732401506464,-0.0349762854283005
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,1,LRD,0.171445193988998,0.169357566459127,0.0121766465498276
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,2,ERD,0.172877324349506,0.169290880153994,0.0207456021719874
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,2,LRD,0.180528383074507,0.172198403057796,0.0461422180537302
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,3,ERD,0.190912216606534,0.169290880153994,0.113252765259654
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,3,LRD,0.165768200810554,0.179191231608367,-0.0809747028210371
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,4,ERD,0.188335803426958,0.163340409849811,0.132717163292008
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,4,LRD,0.155928079301252,0.180939438746009,-0.160403177906371
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,5,ERD,0.18292533574985,0.171076021245249,0.0647767814995595
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,5,LRD,0.175986788531752,0.175694817333081,0.00165905180216656
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,6,ERD,0.174938454893167,0.158580033606465,0.0935095791070715
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,6,LRD,0.159334275208318,0.169794618243538,-0.0656503004237075
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,7,ERD,0.194261553739982,0.168993356638785,0.130073072178855
