dataset,chromosomes,start_position,end_position,score,dataset_strand,product,phase,method,sample_strand,windows,repdomains,12,120,diff
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,+,100,LRD,0.212698011085688,0.255456767988025,-0.201030356062479
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-100,ERD,0.196837966919557,0.180001726701522,0.0855334998705573
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-100,LRD,0.223295065018783,0.234696808228519,-0.0510613309289992
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-99,ERD,0.19864145614526,0.182679438338405,0.0803559242698203
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-99,LRD,0.21345494350948,0.237756170719394,-0.113847104266451
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-98,ERD,0.206113054366028,0.182828200096009,0.112971273661631
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-98,LRD,0.21648267320465,0.240378481425857,-0.110382082166075
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-97,ERD,0.199156738781175,0.182976961853614,0.0812414233461562
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-97,LRD,0.224808929866368,0.237319118934983,-0.0556480967017267
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-96,ERD,0.197353249555472,0.186993529308937,0.0524932843511317
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-96,LRD,0.215347274568962,0.227922505570154,-0.0583951249272274
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-95,ERD,0.19967202141709,0.188034861612169,0.0582813742372676
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-95,LRD,0.221781200171198,0.243219318024527,-0.0966633683864118
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-94,ERD,0.190912216606534,0.17896039439829,0.062603758002956
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-94,LRD,0.223295065018783,0.230981868061029,-0.0344244197317989
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-93,ERD,0.187562879473086,0.173009924094108,0.0775897417434678
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-93,LRD,0.222159666383094,0.260045811724337,-0.170535660041511
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-92,ERD,0.189366368698789,0.173009924094108,0.086374601345911
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-92,LRD,0.210048747602414,0.230107764492207,-0.0954969601997402
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-91,ERD,0.197868532191387,0.184762102944868,0.0662380677784665
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-91,LRD,0.209291815178622,0.233604178767492,-0.116164903859815
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-90,ERD,0.197868532191387,0.179555441428709,0.0925518098297981
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-90,LRD,0.22253813259499,0.247808361760839,-0.113554602400835
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-89,ERD,0.206370695683986,0.200233325735743,0.0297395418855445
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-89,LRD,0.224430463654471,0.244530473377759,-0.0895600775224208
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-88,ERD,0.197868532191387,0.188481146884982,0.0474425377418014
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-88,LRD,0.224808929866368,0.244093421593348,-0.0857816979887926
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-87,ERD,0.192458064514279,0.186696005793728,0.0299392947502271
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-87,LRD,0.241082976977906,0.251086250143918,-0.0414930713541385
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-86,ERD,0.184213542339638,0.191605143794678,-0.0401251795126578
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-86,LRD,0.230864389256707,0.251304776036124,-0.0885385002218241
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-85,ERD,0.189624010016746,0.186249720520914,0.0177946321013568
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-85,LRD,0.213076477297584,0.23841174839601,-0.118902243080741
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-84,ERD,0.193230988468152,0.175390112215781,0.0923292707541637
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-84,LRD,0.225944328502056,0.254582664419204,-0.12674952324323
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-83,ERD,0.187820520791043,0.168100786093157,0.104992439669705
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-83,LRD,0.21345494350948,0.240597007318063,-0.127155939151988
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-82,ERD,0.183698259703723,0.180299250216732,0.0185032209476198
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-82,LRD,0.227079727137745,0.237974696611599,-0.0479786091483412
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-81,ERD,0.201990793278708,0.181935629550382,0.0992875140633457
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-81,LRD,0.216104206992754,0.253271509065972,-0.171987869141594
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-80,ERD,0.193230988468152,0.188481146884982,0.0245811586476047
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-80,LRD,0.216861139416547,0.2421266885635,-0.11650565525446
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-79,ERD,0.190912216606534,0.184464579429659,0.0337727846414508
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-79,LRD,0.21648267320465,0.240597007318063,-0.111391520422589
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-78,ERD,0.183440618385765,0.173902494639735,0.0519957020967508
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-78,LRD,0.20739948411914,0.24868246532966,-0.199050549165321
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-77,ERD,0.183698259703723,0.179555441428709,0.0225523000691234
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-77,LRD,0.204750220635867,0.240597007318063,-0.175075692572497
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-76,ERD,0.18189477047802,0.185654673490496,-0.0206707592669912
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-76,LRD,0.205128686847763,0.23841174839601,-0.162254544011914
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-75,ERD,0.19864145614526,0.173604971124526,0.126038569725472
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-75,LRD,0.220267335323613,0.244093421593348,-0.108168949493716
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-74,ERD,0.193488629786109,0.182976961853614,0.0543270575853244
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-74,LRD,0.214968808357065,0.250430672467302,-0.164962835219027
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-73,ERD,0.192973347150194,0.176728968034222,0.0841793924180049
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-73,LRD,0.233892118951877,0.252834457281561,-0.0809875014796071
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-72,ERD,0.192973347150194,0.191158858521865,0.00940279398748829
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-72,LRD,0.219888869111716,0.224207565402663,-0.0196403588248608
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-71,ERD,0.198126173509345,0.177026491549431,0.106496186678327
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-71,LRD,0.227836659561538,0.241689636779089,-0.0608022310554036
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-70,ERD,0.195549760329769,0.180001726701522,0.0795093463782685
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-70,LRD,0.212698011085688,0.230326290384413,-0.0828793800597549
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-69,ERD,0.199156738781175,0.181043059004754,0.0909518798473757
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-69,LRD,0.206642551695348,0.231200393953234,-0.118842136125435
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-68,ERD,0.190654575288576,0.178514109125477,0.0636778117950938
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-68,LRD,0.217618071840339,0.228141031462359,-0.048355173506641
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-67,ERD,0.191685140560406,0.191753905552283,-0.00035873929338243
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-67,LRD,0.214968808357065,0.227048402001333,-0.0561923087195191
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-66,ERD,0.191169857924491,0.186844767551332,0.0226243322044385
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-66,LRD,0.223295065018783,0.253708560850382,-0.136203170585259
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-65,ERD,0.183182977067808,0.177472776822245,0.0311721118248296
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-65,LRD,0.208534882754829,0.253927086742588,-0.217671995150688
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-64,ERD,0.194776836375897,0.18937371743061,0.0277400487954301
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-64,LRD,0.200208626093112,0.222896410049432,-0.113320711495059
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-63,ERD,0.206113054366028,0.191307620279469,0.0718316175173781
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-63,LRD,0.217618071840339,0.241908162671295,-0.111617985701007
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-62,ERD,0.180091281252317,0.171671068275667,0.0467552505490443
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-62,LRD,0.226701260925849,0.242345214455705,-0.0690069100893687
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-61,ERD,0.192715705832237,0.183125723611218,0.0497623282939201
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-61,LRD,0.227836659561538,0.241471110886884,-0.0598430970309412
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-60,ERD,0.20070258668892,0.186398482278519,0.0712701547418131
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-60,LRD,0.215347274568962,0.236445015366162,-0.0979707815640077
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-59,ERD,0.200960228006878,0.175390112215781,0.127239683417465
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-59,LRD,0.216861139416547,0.233604178767492,-0.0772062684720378
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-58,ERD,0.198126173509345,0.175538873973385,0.114004622084391
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-58,LRD,0.211562612449999,0.241908162671295,-0.143435316239856
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-57,ERD,0.183182977067808,0.174200018154944,0.0490381751440698
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-57,LRD,0.22859359198533,0.23513386001293,-0.0286108983668247
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-56,ERD,0.183182977067808,0.174943826942967,0.0449777062078784
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-56,LRD,0.212698011085688,0.242345214455705,-0.139386368582797
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-55,ERD,0.196837966919557,0.175092588700572,0.110473495328633
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-55,LRD,0.221024267747405,0.233604178767492,-0.0569164243741055
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-54,ERD,0.185501748929426,0.172266115306085,0.0713504519484395
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-54,LRD,0.221402733959301,0.243656369808937,-0.100512019213487
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-53,ERD,0.188851086062873,0.186844767551332,0.0106238124088584
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-53,LRD,0.221024267747405,0.240378481425857,-0.08756601198458
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-52,ERD,0.200960228006878,0.167803262577948,0.164992674211112
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-52,LRD,0.205128686847763,0.218088840420914,-0.0631806002968749
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-51,ERD,0.179318357298445,0.171373544760458,0.0443056285908544
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-51,LRD,0.215347274568962,0.23841174839601,-0.107103625403265
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-50,ERD,0.1965803256016,0.183869532399241,0.0646595388600528
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-50,LRD,0.194153166702772,0.237319118934983,-0.222329375128315
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-49,ERD,0.198383814827302,0.179852964943918,0.0934090812777041
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-49,LRD,0.22556586229016,0.247371309976428,-0.0966699812856344
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-48,ERD,0.199929662735048,0.186696005793728,0.0661915633742521
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-48,LRD,0.217996538052235,0.258297604586694,-0.184870213511382
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-47,ERD,0.185501748929426,0.182828200096009,0.0144125262907011
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-47,LRD,0.218375004264132,0.246715732299812,-0.129780091504435
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-46,ERD,0.187562879473086,0.176431444519013,0.0593477503935967
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-46,LRD,0.230485923044811,0.238630274288215,-0.0353355690265743
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-45,ERD,0.181121846524147,0.178662870883081,0.013576361373603
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-45,LRD,0.222159666383094,0.247152784084223,-0.112500698745335
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-44,ERD,0.181379487842105,0.179406679671104,0.0108766883977434
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-44,LRD,0.228215125773434,0.229889238600002,-0.00733567865361437
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-43,ERD,0.177257226754784,0.170034688942017,0.0407460837845521
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-43,LRD,0.214211875933273,0.231200393953234,-0.0793070783118157
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-42,ERD,0.18498646629351,0.175241350458176,0.0526801556383694
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-42,LRD,0.213076477297584,0.243656369808937,-0.143516041278668
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-41,ERD,0.192715705832237,0.185357149975287,0.0381834777044879
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-41,LRD,0.220267335323613,0.238630274288215,-0.0833666005793534
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-40,ERD,0.200960228006878,0.179852964943918,0.105032041774144
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-40,LRD,0.218753470476028,0.243437843916732,-0.11284105978748
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-39,ERD,0.180091281252317,0.179109156155895,0.00545348497491284
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-39,LRD,0.22556586229016,0.233822704659698,-0.0366050176463153
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-38,ERD,0.181121846524147,0.167059453789925,0.0776405110928861
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-38,LRD,0.225944328502056,0.242345214455705,-0.0725881727697353
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-37,ERD,0.189366368698789,0.188778670400192,0.00310349880306189
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-37,LRD,0.218375004264132,0.224863143079279,-0.0297109957113053
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-36,ERD,0.183698259703723,0.179704203186313,0.0217424842448225
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-36,LRD,0.22253813259499,0.228796609138975,-0.0281231646505066
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-35,ERD,0.184213542339638,0.17211735354848,0.0656639497700739
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-35,LRD,0.208156416542933,0.226611350216922,-0.0886589708858807
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-34,ERD,0.177514868072742,0.186844767551332,-0.0525584114721432
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-34,LRD,0.208913348966725,0.233385652875287,-0.117140929622738
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-33,ERD,0.200960228006878,0.189224955673005,0.0583959943231685
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-33,LRD,0.234270585163774,0.216122107391066,0.0774680174210517
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-32,ERD,0.195807401647727,0.1858034352481,0.0510908490457602
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-32,LRD,0.211941078661895,0.217433262744298,-0.025913730915584
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-31,ERD,0.201217869324835,0.17896039439829,0.110613808809463
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-31,LRD,0.208534882754829,0.232948601090876,-0.117072587633936
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-30,ERD,0.199156738781175,0.180299250216732,0.0946866708093831
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-30,LRD,0.200965558516904,0.244311947485553,-0.215690635194104
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-29,ERD,0.177772509390699,0.175092588700572,0.0150750006247474
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-29,LRD,0.204750220635867,0.23557091179734,-0.150528243953817
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-28,ERD,0.186017031565341,0.176580206276617,0.0507309745205154
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-28,LRD,0.217239605628443,0.232948601090876,-0.0723118393489523
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-27,ERD,0.188078162109001,0.175836397488595,0.0650887082430737
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-27,LRD,0.202479423364489,0.222896410049432,-0.100834871739974
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-26,ERD,0.185244107611468,0.173009924094108,0.0660435771755836
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-26,LRD,0.21648267320465,0.229889238600002,-0.0619290458533732
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-25,ERD,0.191169857924491,0.181191820762359,0.0521946151472979
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-25,LRD,0.18734077488864,0.226174298432511,-0.207288154791478
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-24,ERD,0.174423172257252,0.166464406759507,0.0456290606044379
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-24,LRD,0.208534882754829,0.216996210959888,-0.0405751215014055
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-23,ERD,0.19761089087343,0.17568763573099,0.110941532855502
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-23,LRD,0.198694761245527,0.226174298432511,-0.138300260231965
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-22,ERD,0.188078162109001,0.178216585610268,0.0524333946490713
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-22,LRD,0.211941078661895,0.214373900253424,-0.0114787638474252
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-21,ERD,0.18498646629351,0.185208388217682,-0.00119966573024621
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-21,LRD,0.191882369431395,0.218525892205325,-0.13885341760623
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-20,ERD,0.187820520791043,0.176431444519013,0.0606380826975837
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-20,LRD,0.192639301855187,0.220929677019584,-0.146856715592041
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-19,ERD,0.205340130412156,0.186398482278519,0.0922452328028512
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-19,LRD,0.21951040289982,0.225737246648101,-0.0283669642350497
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-18,ERD,0.194261553739982,0.180150488459127,0.0726395162047476
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-18,LRD,0.208156416542933,0.226392824324717,-0.0876091550991053
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-17,ERD,0.186789955519213,0.1792579179135,0.0403235687099832
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-17,LRD,0.21042721381431,0.229670712707797,-0.0914496682471281
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-16,ERD,0.184728824975553,0.18089429724715,0.0207576036328422
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-16,LRD,0.203236355788282,0.216996210959888,-0.0677037093990213
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-15,ERD,0.188593444744916,0.178067823852663,0.0558111704597656
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-15,LRD,0.18734077488864,0.233167126983082,-0.244614938321262
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-14,ERD,0.190912216606534,0.174497541670154,0.0859802228906628
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-14,LRD,0.208913348966725,0.229889238600002,-0.100404735920525
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-13,ERD,0.183698259703723,0.181935629550382,0.00959524688031272
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-13,LRD,0.212698011085688,0.225955772540306,-0.0623313842331939
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-12,ERD,0.19761089087343,0.173307447609317,0.122986355441711
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-12,LRD,0.195288565338461,0.217651788636504,-0.114513736425297
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-11,ERD,0.18292533574985,0.168547071365971,0.0786018203817399
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-11,LRD,0.199073227457423,0.210003382409317,-0.0549051979088039
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-10,ERD,0.179060715980487,0.173902494639735,0.028807107759549
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-10,LRD,0.214968808357065,0.227048402001333,-0.0561923087195191
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-9,ERD,0.173392606985421,0.174646303427758,-0.00723039156128572
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-9,LRD,0.214968808357065,0.215685055606656,-0.00333186593471152
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-8,ERD,0.181121846524147,0.176282682761408,0.0267177254185841
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-8,LRD,0.194531632914668,0.223770513618253,-0.150303990489866
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-7,ERD,0.1965803256016,0.184762102944868,0.0601190511846163
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-7,LRD,0.192260835643291,0.213499796684603,-0.110469513826088
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-6,ERD,0.195807401647727,0.167505739062739,0.144538267434368
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-6,LRD,0.182420714133989,0.203010553858747,-0.112870075213252
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-5,ERD,0.187562879473086,0.171076021245249,0.0879004325064385
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-5,LRD,0.19036850458381,0.197984458338024,-0.0400063748510562
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-4,ERD,0.181637129160062,0.176431444519013,0.0286598046617566
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-4,LRD,0.185448443829158,0.210877485978139,-0.137121895573339
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-3,ERD,0.193230988468152,0.164084218637834,0.150839003937101
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-3,LRD,0.194910099126565,0.205414338673005,-0.0538927412869462
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-2,ERD,0.189366368698789,0.178365347367872,0.0580938495389058
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-2,LRD,0.188097707312432,0.217433262744298,-0.15595913342601
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-1,ERD,0.195807401647727,0.178811632640686,0.0867983991617324
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,-1,LRD,0.185069977617262,0.212844219007987,-0.150074267843504
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,0,ERD,0.186017031565341,0.173456209366922,0.0675251190319466
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,0,LRD,0.200208626093112,0.213718322576808,-0.0674780939629092
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,1,ERD,0.191685140560406,0.174943826942967,0.0873375660131744
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,1,LRD,0.185069977617262,0.203447605643158,-0.0993009685444583
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,2,ERD,0.186274672883298,0.175836397488595,0.0560370083228821
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,2,LRD,0.182420714133989,0.189680474434222,-0.0397967979387542
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,3,ERD,0.186532314201256,0.172861162336503,0.0732910644640483
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,3,LRD,0.193017768067083,0.21175158954696,-0.0970574971800815
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,4,ERD,0.18189477047802,0.175092588700572,0.0373962470695124
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,4,LRD,0.19642396397415,0.189243422649811,0.0365563405760565
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,5,ERD,0.18086420520619,0.164381742153043,0.0911317031159166
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,5,LRD,0.186583842464847,0.217433262744298,-0.165338112196201
Initiation Zones,.,0,100,0,.,CPD,early,Damage_seq,-,6,ERD,0.177257226754784,0.17048097421483,0.0382283569703381
