repdomains,log2val,sample_strand,direction,windows
ERD,-0.0122555019561092,+,Right Replicating,39
LRD,-0.675294454783864,-,Right Replicating,39
LRD,-0.795858638318609,+,Right Replicating,39
ERD,0.171594145130826,-,Right Replicating,4
ERD,0.0940120527437144,+,Right Replicating,4
LRD,-1.03672382142057,-,Right Replicating,4
LRD,-0.645829349923266,+,Right Replicating,4
ERD,0.121557180833851,-,Right Replicating,40
ERD,0.00205341203926799,+,Right Replicating,40
LRD,-0.273613948687407,-,Right Replicating,40
LRD,-1.11427650830723,+,Right Replicating,40
ERD,-0.0183484433792324,-,Right Replicating,41
ERD,-0.0859067368592176,+,Right Replicating,41
LRD,-0.590247399459586,-,Right Replicating,41
LRD,-0.854257644341023,+,Right Replicating,41
ERD,0.140106247056794,-,Right Replicating,42
ERD,0.244569942536926,+,Right Replicating,42
LRD,-0.716174912619691,-,Right Replicating,42
LRD,-0.952262587283662,+,Right Replicating,42
ERD,0.356120289299993,-,Right Replicating,43
ERD,0.132321598782993,+,Right Replicating,43
LRD,-0.783264216154857,-,Right Replicating,43
LRD,-1.30662790706399,+,Right Replicating,43
ERD,0.138646661950996,-,Right Replicating,44
ERD,0.0720118983005198,+,Right Replicating,44
LRD,-0.780739898872165,-,Right Replicating,44
LRD,-1.13462353980895,+,Right Replicating,44
ERD,0.119846511054918,-,Right Replicating,45
ERD,0.124915316724347,+,Right Replicating,45
LRD,-0.618483691634666,-,Right Replicating,45
LRD,-1.2496250778863,+,Right Replicating,45
ERD,0.168403959471334,-,Right Replicating,46
ERD,0.214883465259353,+,Right Replicating,46
LRD,-0.78826188673928,-,Right Replicating,46
