repdomains,log2val,sample_strand,direction,windows
ERD,0.175316262205654,-,Left Replicating,-1
ERD,0.343885629872912,+,Left Replicating,-1
LRD,-0.918469284877717,-,Left Replicating,-1
LRD,-0.984247068651338,+,Left Replicating,-1
ERD,0.332482337709766,-,Left Replicating,-10
ERD,0.216276942696882,+,Left Replicating,-10
LRD,-1.29453358471495,-,Left Replicating,-10
LRD,-1.1231159301575,+,Left Replicating,-10
ERD,0.392435151842479,-,Left Replicating,-100
ERD,0.184838818162544,+,Left Replicating,-100
LRD,-1.46594677711416,-,Left Replicating,-100
LRD,-1.2535834184213,+,Left Replicating,-100
ERD,0.263867918656912,-,Left Replicating,-11
ERD,0.248543640965852,+,Left Replicating,-11
LRD,-1.27363700017516,-,Left Replicating,-11
LRD,-0.889146328052957,+,Left Replicating,-11
ERD,0.164994964765734,-,Left Replicating,-12
ERD,0.269585904395169,+,Left Replicating,-12
LRD,-1.09475279696665,-,Left Replicating,-12
LRD,-1.15435317179348,+,Left Replicating,-12
ERD,0.255782508029761,-,Left Replicating,-13
ERD,0.499291552196975,+,Left Replicating,-13
LRD,-1.17377389268583,-,Left Replicating,-13
LRD,-0.950146928621386,+,Left Replicating,-13
ERD,0.193189713699802,-,Left Replicating,-14
ERD,0.333260656004329,+,Left Replicating,-14
LRD,-1.19377821456549,-,Left Replicating,-14
LRD,-0.852167404668993,+,Left Replicating,-14
ERD,0.0309749346828991,-,Left Replicating,-15
ERD,0.203099056100995,+,Left Replicating,-15
LRD,-1.14360330781085,-,Left Replicating,-15
LRD,-0.975802921704139,+,Left Replicating,-15
ERD,0.264380335401927,-,Left Replicating,-16
ERD,0.143606541722744,+,Left Replicating,-16
LRD,-1.33212334709517,-,Left Replicating,-16
LRD,-0.896712472494873,+,Left Replicating,-16
ERD,0.30227718827191,-,Left Replicating,-17
ERD,0.299864088151032,+,Left Replicating,-17
LRD,-1.11474533516412,-,Left Replicating,-17
LRD,-0.992960627947313,+,Left Replicating,-17
ERD,0.161357228783104,-,Left Replicating,-18
ERD,0.0206429588858555,+,Left Replicating,-18
LRD,-1.2898851273519,-,Left Replicating,-18
LRD,-1.21369713713794,+,Left Replicating,-18
ERD,0.273301550725649,-,Left Replicating,-19
ERD,0.204867958535927,+,Left Replicating,-19
LRD,-1.52829026298049,-,Left Replicating,-19
LRD,-0.787281162546786,+,Left Replicating,-19
ERD,0.281575411132775,-,Left Replicating,-2
ERD,0.142789593927868,+,Left Replicating,-2
LRD,-0.974776379133266,-,Left Replicating,-2
LRD,-0.893688348331647,+,Left Replicating,-2
ERD,0.247037193898828,-,Left Replicating,-20
ERD,0.134254497438598,+,Left Replicating,-20
LRD,-1.3360802355317,-,Left Replicating,-20
LRD,-0.62377089541327,+,Left Replicating,-20
ERD,0.404052995573525,-,Left Replicating,-21
ERD,0.106641479701501,+,Left Replicating,-21
LRD,-1.30096946352606,-,Left Replicating,-21
LRD,-1.15655836159101,+,Left Replicating,-21
ERD,0.191681807915197,-,Left Replicating,-22
ERD,0.171866182998398,+,Left Replicating,-22
LRD,-1.47132883011362,-,Left Replicating,-22
LRD,-1.03194705753611,+,Left Replicating,-22
ERD,0.166264516461986,-,Left Replicating,-23
ERD,0.353118837937042,+,Left Replicating,-23
LRD,-1.40148049746558,-,Left Replicating,-23
LRD,-1.15849569622169,+,Left Replicating,-23
ERD,0.354295778042641,-,Left Replicating,-24
ERD,0.227776795916207,+,Left Replicating,-24
LRD,-1.21974474885521,-,Left Replicating,-24
LRD,-0.87575140010151,+,Left Replicating,-24
ERD,0.285439274320623,-,Left Replicating,-25
ERD,0.139933110523884,+,Left Replicating,-25
LRD,-1.07429021647879,-,Left Replicating,-25
LRD,-0.711953632675911,+,Left Replicating,-25
ERD,0.258931466038444,-,Left Replicating,-26
ERD,0.0446339802140957,+,Left Replicating,-26
LRD,-1.72020841014714,-,Left Replicating,-26
LRD,-0.987717339182943,+,Left Replicating,-26
ERD,0.108691314937674,-,Left Replicating,-27
ERD,0.061739196353338,+,Left Replicating,-27
LRD,-1.47209326502136,-,Left Replicating,-27
LRD,-1.09567313228682,+,Left Replicating,-27
ERD,0.419386940957976,-,Left Replicating,-28
ERD,0.392575425518165,+,Left Replicating,-28
LRD,-1.26334938686137,-,Left Replicating,-28
LRD,-0.83076818068106,+,Left Replicating,-28
ERD,0.586071583772827,-,Left Replicating,-29
ERD,0.256367044284155,+,Left Replicating,-29
LRD,-1.26256674859211,-,Left Replicating,-29
LRD,-0.913724919514691,+,Left Replicating,-29
ERD,0.203272243302858,-,Left Replicating,-3
ERD,0.331575079095174,+,Left Replicating,-3
LRD,-1.21192045408853,-,Left Replicating,-3
LRD,-1.22356051610138,+,Left Replicating,-3
ERD,0.158711195569558,-,Left Replicating,-30
ERD,-0.0410445801597107,+,Left Replicating,-30
LRD,-1.31437564315678,-,Left Replicating,-30
LRD,-0.772028716806675,+,Left Replicating,-30
ERD,0.0784329832658239,-,Left Replicating,-31
ERD,0.244570842101764,+,Left Replicating,-31
LRD,-1.26434319221612,-,Left Replicating,-31
LRD,-0.806704934594593,+,Left Replicating,-31
ERD,0.220185048930848,-,Left Replicating,-32
ERD,0.230887495324252,+,Left Replicating,-32
LRD,-1.43625501845498,-,Left Replicating,-32
LRD,-0.734559876762786,+,Left Replicating,-32
ERD,0.100249040798628,-,Left Replicating,-33
ERD,0.323240476711726,+,Left Replicating,-33
LRD,-1.50680228451634,-,Left Replicating,-33
LRD,-0.856802289742007,+,Left Replicating,-33
ERD,0.35003212501594,-,Left Replicating,-34
ERD,0.22820040669238,+,Left Replicating,-34
LRD,-1.34059479997366,-,Left Replicating,-34
LRD,-1.07911727169703,+,Left Replicating,-34
ERD,0.098649839642123,-,Left Replicating,-35
ERD,0.085180972852445,+,Left Replicating,-35
LRD,-1.23121994387756,-,Left Replicating,-35
LRD,-1.12676933993741,+,Left Replicating,-35
ERD,0.0977771164534828,-,Left Replicating,-36
ERD,0.287585796939277,+,Left Replicating,-36
LRD,-1.27737724633339,-,Left Replicating,-36
LRD,-1.20906091322638,+,Left Replicating,-36
ERD,0.232326162903369,-,Left Replicating,-37
ERD,0.168381225887536,+,Left Replicating,-37
LRD,-1.08819346032934,-,Left Replicating,-37
LRD,-1.03496163498673,+,Left Replicating,-37
ERD,0.332793453890892,-,Left Replicating,-38
ERD,0.247812251679253,+,Left Replicating,-38
LRD,-1.55439227886271,-,Left Replicating,-38
LRD,-1.0884161199992,+,Left Replicating,-38
ERD,0.271856807534266,-,Left Replicating,-39
ERD,0.334773472586554,+,Left Replicating,-39
LRD,-1.7710612957744,-,Left Replicating,-39
LRD,-1.04043381437675,+,Left Replicating,-39
ERD,0.237027608203552,-,Left Replicating,-4
ERD,0.0861046468601351,+,Left Replicating,-4
LRD,-0.797652912161071,-,Left Replicating,-4
LRD,-0.983653434778429,+,Left Replicating,-4
ERD,0.0928536708257432,-,Left Replicating,-40
ERD,0.40671788965782,+,Left Replicating,-40
LRD,-1.68716738781212,-,Left Replicating,-40
LRD,-0.966679856241893,+,Left Replicating,-40
ERD,0.32134524597767,-,Left Replicating,-41
ERD,0.0941147383622474,+,Left Replicating,-41
LRD,-1.44246624092685,-,Left Replicating,-41
LRD,-1.31137747878076,+,Left Replicating,-41
ERD,0.182933803743125,-,Left Replicating,-42
ERD,0.17627909158434,+,Left Replicating,-42
LRD,-1.52861968940627,-,Left Replicating,-42
LRD,-0.995043531108112,+,Left Replicating,-42
ERD,0.315667400519469,-,Left Replicating,-43
ERD,0.355296489771704,+,Left Replicating,-43
LRD,-1.46501333882819,-,Left Replicating,-43
LRD,-0.990622418767981,+,Left Replicating,-43
ERD,0.177274278771537,-,Left Replicating,-44
ERD,0.159592285478019,+,Left Replicating,-44
LRD,-1.35216742033047,-,Left Replicating,-44
LRD,-1.05701963974131,+,Left Replicating,-44
ERD,0.202245807632205,-,Left Replicating,-45
ERD,0.210500848328734,+,Left Replicating,-45
LRD,-1.38047259227604,-,Left Replicating,-45
LRD,-0.961676579935603,+,Left Replicating,-45
ERD,0.105257702437163,-,Left Replicating,-46
ERD,0.248210069030982,+,Left Replicating,-46
LRD,-1.30314053811611,-,Left Replicating,-46
LRD,-0.906052738500736,+,Left Replicating,-46
ERD,0.354788123151256,-,Left Replicating,-47
ERD,0.279744109620188,+,Left Replicating,-47
LRD,-1.58502824226223,-,Left Replicating,-47
LRD,-1.34189284074097,+,Left Replicating,-47
ERD,0.194487959125932,-,Left Replicating,-48
ERD,0.317115838407055,+,Left Replicating,-48
LRD,-1.48407683069103,-,Left Replicating,-48
LRD,-1.06610634908261,+,Left Replicating,-48
ERD,0.176137156859318,-,Left Replicating,-49
ERD,0.334858346302655,+,Left Replicating,-49
LRD,-1.61210250203801,-,Left Replicating,-49
LRD,-0.946318144686168,+,Left Replicating,-49
ERD,0.209784533314469,-,Left Replicating,-5
ERD,0.196225309321993,+,Left Replicating,-5
LRD,-1.05525007505118,-,Left Replicating,-5
LRD,-0.787862992215774,+,Left Replicating,-5
ERD,0.175749295843364,-,Left Replicating,-50
ERD,0.384875606082837,+,Left Replicating,-50
LRD,-1.17048268039234,-,Left Replicating,-50
LRD,-0.751899849032361,+,Left Replicating,-50
ERD,0.380089931182124,-,Left Replicating,-51
ERD,0.201104067808889,+,Left Replicating,-51
LRD,-1.40219101112015,-,Left Replicating,-51
LRD,-1.56246114250054,+,Left Replicating,-51
ERD,0.246092513244047,-,Left Replicating,-52
ERD,0.38946025604637,+,Left Replicating,-52
LRD,-1.45468987441939,-,Left Replicating,-52
LRD,-0.771617783347352,+,Left Replicating,-52
ERD,0.305558145721713,-,Left Replicating,-53
ERD,0.208391812675837,+,Left Replicating,-53
LRD,-1.52855875144727,-,Left Replicating,-53
LRD,-1.08353003114252,+,Left Replicating,-53
ERD,0.407679729377413,-,Left Replicating,-54
ERD,0.163485281468836,+,Left Replicating,-54
LRD,-1.47083939926224,-,Left Replicating,-54
LRD,-1.0539876656226,+,Left Replicating,-54
ERD,0.206523117568738,-,Left Replicating,-55
ERD,0.28715603586298,+,Left Replicating,-55
LRD,-1.53781553743746,-,Left Replicating,-55
LRD,-1.01376909022722,+,Left Replicating,-55
ERD,0.458199783478186,-,Left Replicating,-56
ERD,0.301750074842608,+,Left Replicating,-56
LRD,-1.47948113229026,-,Left Replicating,-56
LRD,-1.16318314403561,+,Left Replicating,-56
ERD,0.350535871525438,-,Left Replicating,-57
ERD,0.19423265925947,+,Left Replicating,-57
LRD,-1.6770715773219,-,Left Replicating,-57
LRD,-1.29212303419424,+,Left Replicating,-57
ERD,0.250493181117394,-,Left Replicating,-58
ERD,0.361776280776172,+,Left Replicating,-58
LRD,-1.3954463093977,-,Left Replicating,-58
LRD,-0.657222834859639,+,Left Replicating,-58
ERD,0.0800723268855273,-,Left Replicating,-59
ERD,0.328501026965097,+,Left Replicating,-59
LRD,-1.54344426454933,-,Left Replicating,-59
LRD,-1.089200683011,+,Left Replicating,-59
ERD,0.267381643790489,-,Left Replicating,-6
ERD,0.0892329272450279,+,Left Replicating,-6
LRD,-1.01767723021647,-,Left Replicating,-6
LRD,-0.753292831007349,+,Left Replicating,-6
ERD,0.225036808397308,-,Left Replicating,-60
ERD,0.357033982758863,+,Left Replicating,-60
LRD,-1.22373643288708,-,Left Replicating,-60
LRD,-1.10300744983663,+,Left Replicating,-60
ERD,0.373129078460257,-,Left Replicating,-61
ERD,0.168047339866322,+,Left Replicating,-61
LRD,-1.60344763842852,-,Left Replicating,-61
LRD,-0.965127077470184,+,Left Replicating,-61
ERD,0.266471343758387,-,Left Replicating,-62
ERD,0.0801254754668268,+,Left Replicating,-62
LRD,-1.61864711211959,-,Left Replicating,-62
LRD,-1.06441697078634,+,Left Replicating,-62
ERD,0.153000610867904,-,Left Replicating,-63
ERD,0.264748810565601,+,Left Replicating,-63
LRD,-1.47073957335409,-,Left Replicating,-63
LRD,-1.0560670300394,+,Left Replicating,-63
ERD,0.41366686094446,-,Left Replicating,-64
ERD,0.214675655845475,+,Left Replicating,-64
LRD,-1.46628787379677,-,Left Replicating,-64
LRD,-0.855328333322347,+,Left Replicating,-64
ERD,0.374026671172131,-,Left Replicating,-65
ERD,0.164029954250006,+,Left Replicating,-65
LRD,-1.50835313599249,-,Left Replicating,-65
LRD,-1.16638032378923,+,Left Replicating,-65
ERD,0.248107140814445,-,Left Replicating,-66
ERD,0.284866069205942,+,Left Replicating,-66
LRD,-1.49507829015212,-,Left Replicating,-66
LRD,-0.897404294977917,+,Left Replicating,-66
ERD,0.225207147647409,-,Left Replicating,-67
ERD,0.192959019548449,+,Left Replicating,-67
LRD,-1.32339964050487,-,Left Replicating,-67
LRD,-1.08703148734676,+,Left Replicating,-67
ERD,0.271358062396535,-,Left Replicating,-68
ERD,0.363693590426617,+,Left Replicating,-68
LRD,-1.3840268327056,-,Left Replicating,-68
LRD,-1.05651916217668,+,Left Replicating,-68
ERD,0.282487004550123,-,Left Replicating,-69
ERD,0.389840541239879,+,Left Replicating,-69
LRD,-1.30632071239461,-,Left Replicating,-69
LRD,-1.14466002867811,+,Left Replicating,-69
ERD,0.092814580533878,-,Left Replicating,-7
ERD,0.14538318563072,+,Left Replicating,-7
LRD,-1.03596572552275,-,Left Replicating,-7
LRD,-0.750033174613682,+,Left Replicating,-7
ERD,0.252682824862815,-,Left Replicating,-70
ERD,0.329352026027555,+,Left Replicating,-70
LRD,-1.33198259093871,-,Left Replicating,-70
LRD,-1.01788370245628,+,Left Replicating,-70
ERD,0.270898617770999,-,Left Replicating,-71
ERD,0.103738648066717,+,Left Replicating,-71
LRD,-1.44703299945485,-,Left Replicating,-71
LRD,-0.989824694493267,+,Left Replicating,-71
ERD,0.180973490424062,-,Left Replicating,-72
ERD,0.0553549632240814,+,Left Replicating,-72
LRD,-1.46589127008974,-,Left Replicating,-72
LRD,-1.10313535616457,+,Left Replicating,-72
ERD,0.250598126517259,-,Left Replicating,-73
ERD,0.29095786633768,+,Left Replicating,-73
LRD,-1.49260637914515,-,Left Replicating,-73
LRD,-1.25497578120166,+,Left Replicating,-73
ERD,0.21357953915833,-,Left Replicating,-74
ERD,0.142652171511715,+,Left Replicating,-74
LRD,-1.23974060858273,-,Left Replicating,-74
LRD,-1.04856164654648,+,Left Replicating,-74
ERD,0.208813602405365,-,Left Replicating,-75
ERD,0.369434237198841,+,Left Replicating,-75
LRD,-1.45292534495949,-,Left Replicating,-75
LRD,-1.23644421148822,+,Left Replicating,-75
ERD,0.408505842422913,-,Left Replicating,-76
ERD,0.278621856714154,+,Left Replicating,-76
LRD,-1.38750116548357,-,Left Replicating,-76
LRD,-1.02081416242639,+,Left Replicating,-76
ERD,0.259698575396152,-,Left Replicating,-77
ERD,0.129343649605462,+,Left Replicating,-77
LRD,-1.27845030641647,-,Left Replicating,-77
LRD,-0.824904698827342,+,Left Replicating,-77
ERD,0.14453116507361,-,Left Replicating,-78
ERD,0.24335301561042,+,Left Replicating,-78
LRD,-1.14684167685141,-,Left Replicating,-78
LRD,-0.925645062347956,+,Left Replicating,-78
ERD,0.310567507148258,-,Left Replicating,-79
ERD,0.280975794316438,+,Left Replicating,-79
LRD,-1.641951174211,-,Left Replicating,-79
LRD,-0.80206089799957,+,Left Replicating,-79
ERD,0.290377412063032,-,Left Replicating,-8
ERD,0.215273828331528,+,Left Replicating,-8
LRD,-1.11139854064911,-,Left Replicating,-8
LRD,-1.15185699527685,+,Left Replicating,-8
ERD,0.257839246232475,-,Left Replicating,-80
ERD,0.167014343260898,+,Left Replicating,-80
LRD,-1.33363616570117,-,Left Replicating,-80
LRD,-0.992140229546665,+,Left Replicating,-80
ERD,0.11897508597971,-,Left Replicating,-81
ERD,0.216660067686653,+,Left Replicating,-81
LRD,-1.34222642232102,-,Left Replicating,-81
LRD,-1.31917300155125,+,Left Replicating,-81
ERD,0.302778212830047,-,Left Replicating,-82
ERD,0.0939125874432909,+,Left Replicating,-82
LRD,-1.61948249344641,-,Left Replicating,-82
LRD,-0.90816072655415,+,Left Replicating,-82
ERD,0.264369751271088,-,Left Replicating,-83
ERD,0.360077178690613,+,Left Replicating,-83
LRD,-1.3667140852019,-,Left Replicating,-83
LRD,-1.02612461468381,+,Left Replicating,-83
ERD,0.237807186095645,-,Left Replicating,-84
ERD,0.109132414531665,+,Left Replicating,-84
LRD,-1.57976906130499,-,Left Replicating,-84
LRD,-1.11331684508283,+,Left Replicating,-84
ERD,0.209792391710507,-,Left Replicating,-85
ERD,0.173271337049629,+,Left Replicating,-85
LRD,-1.34935121982719,-,Left Replicating,-85
LRD,-0.940479233029387,+,Left Replicating,-85
ERD,0.483904100535036,-,Left Replicating,-86
ERD,0.154416637636857,+,Left Replicating,-86
LRD,-1.64045741906567,-,Left Replicating,-86
LRD,-1.36835639954695,+,Left Replicating,-86
ERD,0.284008550836003,-,Left Replicating,-87
ERD,0.205108124925411,+,Left Replicating,-87
LRD,-1.73287354362929,-,Left Replicating,-87
LRD,-0.970870167699747,+,Left Replicating,-87
ERD,0.170911956423901,-,Left Replicating,-88
ERD,0.149701651259776,+,Left Replicating,-88
LRD,-1.4978718865933,-,Left Replicating,-88
LRD,-1.05751323515422,+,Left Replicating,-88
ERD,0.280607841980679,-,Left Replicating,-89
ERD,0.266391469721421,+,Left Replicating,-89
LRD,-1.5542113328692,-,Left Replicating,-89
LRD,-1.02810281529728,+,Left Replicating,-89
ERD,0.223844166769295,-,Left Replicating,-9
ERD,0.358859175177267,+,Left Replicating,-9
LRD,-1.14003206459538,-,Left Replicating,-9
LRD,-1.15776352087755,+,Left Replicating,-9
ERD,0.219595102851477,-,Left Replicating,-90
ERD,0.260766388103369,+,Left Replicating,-90
LRD,-1.57163109395576,-,Left Replicating,-90
LRD,-1.51029763225968,+,Left Replicating,-90
ERD,0.248503052373328,-,Left Replicating,-91
ERD,0.352556509410666,+,Left Replicating,-91
LRD,-1.43933218935511,-,Left Replicating,-91
LRD,-1.14949104287062,+,Left Replicating,-91
ERD,0.27432089228091,-,Left Replicating,-92
ERD,0.377248699500713,+,Left Replicating,-92
LRD,-1.78980149917957,-,Left Replicating,-92
LRD,-1.25442127690057,+,Left Replicating,-92
ERD,0.308064712652826,-,Left Replicating,-93
ERD,0.243254963622092,+,Left Replicating,-93
LRD,-1.56073571575277,-,Left Replicating,-93
LRD,-1.1063403114166,+,Left Replicating,-93
ERD,0.255743662946861,-,Left Replicating,-94
ERD,0.378129071278517,+,Left Replicating,-94
LRD,-1.39002200773069,-,Left Replicating,-94
LRD,-1.02340510983124,+,Left Replicating,-94
ERD,0.125903381862133,-,Left Replicating,-95
ERD,0.224361107646006,+,Left Replicating,-95
LRD,-1.60501921260951,-,Left Replicating,-95
LRD,-1.14590589860672,+,Left Replicating,-95
ERD,0.410557216540397,-,Left Replicating,-96
ERD,0.432669819293664,+,Left Replicating,-96
LRD,-1.43324270359463,-,Left Replicating,-96
LRD,-0.892645094389757,+,Left Replicating,-96
ERD,0.286846203953379,-,Left Replicating,-97
ERD,0.0783640242599375,+,Left Replicating,-97
LRD,-1.52683884158931,-,Left Replicating,-97
LRD,-1.03681347076461,+,Left Replicating,-97
ERD,0.185224028964755,-,Left Replicating,-98
ERD,0.439469806149114,+,Left Replicating,-98
LRD,-1.65563181437901,-,Left Replicating,-98
LRD,-0.906037325750843,+,Left Replicating,-98
ERD,0.144329123578147,-,Left Replicating,-99
ERD,0.308069388348427,+,Left Replicating,-99
LRD,-1.55350985836111,-,Left Replicating,-99
LRD,-1.18431396427626,+,Left Replicating,-99
ERD,0.191635121888876,-,Right Replicating,1
ERD,0.279507799411069,+,Right Replicating,1
LRD,-0.950155122408806,-,Right Replicating,1
LRD,-0.948168255219665,+,Right Replicating,1
ERD,0.0958461612382888,-,Right Replicating,10
ERD,0.218493685631061,+,Right Replicating,10
LRD,-1.15515947151412,-,Right Replicating,10
LRD,-0.942630248347452,+,Right Replicating,10
ERD,0.351505862173625,-,Right Replicating,100
ERD,0.281120969992121,+,Right Replicating,100
LRD,-1.18216801080046,-,Right Replicating,100
LRD,-1.51346116578435,+,Right Replicating,100
ERD,0.129809912891319,-,Right Replicating,11
ERD,0.441700001595795,+,Right Replicating,11
LRD,-0.910179486042319,-,Right Replicating,11
LRD,-0.589087309638168,+,Right Replicating,11
ERD,0.310780545362632,-,Right Replicating,12
ERD,0.215022893232721,+,Right Replicating,12
LRD,-0.772338559584585,-,Right Replicating,12
LRD,-1.14526195277442,+,Right Replicating,12
ERD,0.250505600519511,-,Right Replicating,13
ERD,0.317633364097511,+,Right Replicating,13
LRD,-1.00700542737397,-,Right Replicating,13
LRD,-1.01664734715763,+,Right Replicating,13
ERD,0.086523713874404,-,Right Replicating,14
ERD,0.375142026289405,+,Right Replicating,14
LRD,-0.857685544071341,-,Right Replicating,14
LRD,-0.99350791094331,+,Right Replicating,14
ERD,0.229787180288915,-,Right Replicating,15
ERD,0.43860369062793,+,Right Replicating,15
LRD,-1.00323294173093,-,Right Replicating,15
LRD,-1.27237193479079,+,Right Replicating,15
ERD,0.313646968952151,-,Right Replicating,16
ERD,0.153586130790795,+,Right Replicating,16
LRD,-0.924520459267569,-,Right Replicating,16
LRD,-1.01069165018227,+,Right Replicating,16
ERD,0.270074818100423,-,Right Replicating,17
ERD,0.355090140325778,+,Right Replicating,17
LRD,-0.968763817271785,-,Right Replicating,17
LRD,-1.06580552751579,+,Right Replicating,17
ERD,0.14346840352205,-,Right Replicating,18
ERD,0.476609371345998,+,Right Replicating,18
LRD,-1.09233796710054,-,Right Replicating,18
LRD,-1.04087769233538,+,Right Replicating,18
ERD,0.13915611801992,-,Right Replicating,19
ERD,0.161119743417578,+,Right Replicating,19
LRD,-1.11008954420296,-,Right Replicating,19
LRD,-1.18053348985857,+,Right Replicating,19
ERD,0.118519801374999,-,Right Replicating,2
ERD,0.190405594184965,+,Right Replicating,2
LRD,-1.11523089694703,-,Right Replicating,2
LRD,-1.20017893953822,+,Right Replicating,2
ERD,0.213988020994306,-,Right Replicating,20
ERD,0.315648188124231,+,Right Replicating,20
LRD,-1.15418180015598,-,Right Replicating,20
LRD,-1.2980033830595,+,Right Replicating,20
ERD,0.321065792715132,-,Right Replicating,21
ERD,0.279571285271306,+,Right Replicating,21
LRD,-0.793229737884252,-,Right Replicating,21
LRD,-1.11660506978047,+,Right Replicating,21
ERD,0.298041477939542,-,Right Replicating,22
ERD,0.413130514280821,+,Right Replicating,22
LRD,-1.28120702219528,-,Right Replicating,22
LRD,-1.27067618415155,+,Right Replicating,22
ERD,0.156625315131634,-,Right Replicating,23
ERD,0.207570767907647,+,Right Replicating,23
LRD,-0.923151206859398,-,Right Replicating,23
LRD,-0.836902886773661,+,Right Replicating,23
