chromosomes,start_position,end_position,dataset,score,dataset_strand,product,phase,windows,time_after_exposure,sample_strand,replicate,real_sim
.,0,10000,LRD,0,.,64_PP,early,-47,12,-,_,0.924606811641416
.,0,10000,LRD,0,.,64_PP,early,-47,12,+,_,0.909543342063239
.,0,10000,LRD,0,.,64_PP,early,-46,12,-,_,0.941830240272756
.,0,10000,LRD,0,.,64_PP,early,-46,12,+,_,0.978621588834336
.,0,10000,LRD,0,.,64_PP,early,-45,12,-,_,0.962828941489638
.,0,10000,LRD,0,.,64_PP,early,-45,12,+,_,0.956411071931694
.,0,10000,LRD,0,.,64_PP,early,-44,12,-,_,0.959096283526492
.,0,10000,LRD,0,.,64_PP,early,-44,12,+,_,0.941285957495163
.,0,10000,LRD,0,.,64_PP,early,-43,12,-,_,0.882241167999344
.,0,10000,LRD,0,.,64_PP,early,-43,12,+,_,0.913945070430139
.,0,10000,LRD,0,.,64_PP,early,-42,12,-,_,0.928390984658588
.,0,10000,LRD,0,.,64_PP,early,-42,12,+,_,0.956718395678752
.,0,10000,LRD,0,.,64_PP,early,-41,12,-,_,0.959910428022848
.,0,10000,LRD,0,.,64_PP,early,-41,12,+,_,0.983689319331049
.,0,10000,LRD,0,.,64_PP,early,-40,12,-,_,0.913978179553936
.,0,10000,LRD,0,.,64_PP,early,-40,12,+,_,0.943454329418446
.,0,10000,LRD,0,.,64_PP,early,-39,12,-,_,0.967684646227646
.,0,10000,LRD,0,.,64_PP,early,-39,12,+,_,1.0087679205271
.,0,10000,LRD,0,.,64_PP,early,-38,12,-,_,0.928467582017003
.,0,10000,LRD,0,.,64_PP,early,-38,12,+,_,0.907465614455613
.,0,10000,LRD,0,.,64_PP,early,-37,12,-,_,0.920945252236114
.,0,10000,LRD,0,.,64_PP,early,-37,12,+,_,0.9729365032885
.,0,10000,LRD,0,.,64_PP,early,-36,12,-,_,0.889753081128447
.,0,10000,LRD,0,.,64_PP,early,-36,12,+,_,0.928518964939201
.,0,10000,LRD,0,.,64_PP,early,-35,12,-,_,0.919713270499396
.,0,10000,LRD,0,.,64_PP,early,-35,12,+,_,0.937719421644978
.,0,10000,LRD,0,.,64_PP,early,-34,12,-,_,0.959491997344253
.,0,10000,LRD,0,.,64_PP,early,-34,12,+,_,0.957558082867146
.,0,10000,LRD,0,.,64_PP,early,-33,12,-,_,0.902573914292651
.,0,10000,LRD,0,.,64_PP,early,-33,12,+,_,0.906552857043599
.,0,10000,LRD,0,.,64_PP,early,-32,12,-,_,0.95327801284565
.,0,10000,LRD,0,.,64_PP,early,-32,12,+,_,0.924799989793964
.,0,10000,LRD,0,.,64_PP,early,-31,12,-,_,0.932206672295936
.,0,10000,LRD,0,.,64_PP,early,-31,12,+,_,0.9150306867747
.,0,10000,LRD,0,.,64_PP,early,-30,12,-,_,0.91724168489945
.,0,10000,LRD,0,.,64_PP,early,-30,12,+,_,0.908155774103331
.,0,10000,LRD,0,.,64_PP,early,-29,12,-,_,0.89036391425728
.,0,10000,LRD,0,.,64_PP,early,-29,12,+,_,0.93543470228425
.,0,10000,LRD,0,.,64_PP,early,-28,12,-,_,0.970255707405852
.,0,10000,LRD,0,.,64_PP,early,-28,12,+,_,0.92588050315922
.,0,10000,LRD,0,.,64_PP,early,-27,12,-,_,0.933402092239932
.,0,10000,LRD,0,.,64_PP,early,-27,12,+,_,0.924563590311613
.,0,10000,LRD,0,.,64_PP,early,-26,12,-,_,0.891129591458606
.,0,10000,LRD,0,.,64_PP,early,-26,12,+,_,0.88107416719639
.,0,10000,LRD,0,.,64_PP,early,-25,12,-,_,0.870502838820698
.,0,10000,LRD,0,.,64_PP,early,-25,12,+,_,0.881246019598655
.,0,10000,LRD,0,.,64_PP,early,-24,12,-,_,0.913803474872524
.,0,10000,LRD,0,.,64_PP,early,-24,12,+,_,0.897782833343609
.,0,10000,LRD,0,.,64_PP,early,-23,12,-,_,0.910612088134448
.,0,10000,LRD,0,.,64_PP,early,-23,12,+,_,0.897769595273695
.,0,10000,LRD,0,.,64_PP,early,-22,12,-,_,0.896581217566881
.,0,10000,LRD,0,.,64_PP,early,-22,12,+,_,0.874282710805852
.,0,10000,LRD,0,.,64_PP,early,-21,12,-,_,0.918244986524401
.,0,10000,LRD,0,.,64_PP,early,-21,12,+,_,0.894699874278832
.,0,10000,LRD,0,.,64_PP,early,-20,12,-,_,0.888355578922851
.,0,10000,LRD,0,.,64_PP,early,-20,12,+,_,0.934786294275017
.,0,10000,LRD,0,.,64_PP,early,-19,12,-,_,0.881053462976273
.,0,10000,LRD,0,.,64_PP,early,-19,12,+,_,0.896464684008991
.,0,10000,LRD,0,.,64_PP,early,-18,12,-,_,0.844526814357613
.,0,10000,LRD,0,.,64_PP,early,-18,12,+,_,0.861186016931806
.,0,10000,LRD,0,.,64_PP,early,-17,12,-,_,0.900487145487864
.,0,10000,LRD,0,.,64_PP,early,-17,12,+,_,0.876625170603497
.,0,10000,LRD,0,.,64_PP,early,-16,12,-,_,0.903635170981034
.,0,10000,LRD,0,.,64_PP,early,-16,12,+,_,0.892875584767757
.,0,10000,LRD,0,.,64_PP,early,-15,12,-,_,0.937576621055941
.,0,10000,LRD,0,.,64_PP,early,-15,12,+,_,0.947616970073878
.,0,10000,LRD,0,.,64_PP,early,-14,12,-,_,0.882148978732867
.,0,10000,LRD,0,.,64_PP,early,-14,12,+,_,0.911376147566616
.,0,10000,LRD,0,.,64_PP,early,-13,12,-,_,0.8934846029403
.,0,10000,LRD,0,.,64_PP,early,-13,12,+,_,0.911801825238998
.,0,10000,LRD,0,.,64_PP,early,-12,12,-,_,0.880163722474768
.,0,10000,LRD,0,.,64_PP,early,-12,12,+,_,0.889283687941418
.,0,10000,LRD,0,.,64_PP,early,-11,12,-,_,0.920038374715458
.,0,10000,LRD,0,.,64_PP,early,-11,12,+,_,0.915074301485458
.,0,10000,LRD,0,.,64_PP,early,-10,12,-,_,0.947639026814794
.,0,10000,LRD,0,.,64_PP,early,-10,12,+,_,0.909944664247374
.,0,10000,LRD,0,.,64_PP,early,-9,12,-,_,0.929452815145778
.,0,10000,LRD,0,.,64_PP,early,-9,12,+,_,0.902747563811286
.,0,10000,LRD,0,.,64_PP,early,-8,12,-,_,0.872738926562062
.,0,10000,LRD,0,.,64_PP,early,-8,12,+,_,0.897661418206398
.,0,10000,LRD,0,.,64_PP,early,-7,12,-,_,0.89301000422158
.,0,10000,LRD,0,.,64_PP,early,-7,12,+,_,0.911953181998628
.,0,10000,LRD,0,.,64_PP,early,-6,12,-,_,0.900681157930223
.,0,10000,LRD,0,.,64_PP,early,-6,12,+,_,0.905485609248183
.,0,10000,LRD,0,.,64_PP,early,-5,12,-,_,0.867322628486959
.,0,10000,LRD,0,.,64_PP,early,-5,12,+,_,0.913339167158607
.,0,10000,LRD,0,.,64_PP,early,-4,12,-,_,0.893920995119101
.,0,10000,LRD,0,.,64_PP,early,-4,12,+,_,0.893287767621227
.,0,10000,LRD,0,.,64_PP,early,-3,12,-,_,0.872804620328355
.,0,10000,LRD,0,.,64_PP,early,-3,12,+,_,0.898857028670016
.,0,10000,LRD,0,.,64_PP,early,-2,12,-,_,0.910306961879205
.,0,10000,LRD,0,.,64_PP,early,-2,12,+,_,0.897482236607879
.,0,10000,LRD,0,.,64_PP,early,-1,12,-,_,0.946491200480728
.,0,10000,LRD,0,.,64_PP,early,-1,12,+,_,0.915744228373564
.,0,10000,LRD,0,.,64_PP,early,0,12,-,_,0.92526922280973
.,0,10000,LRD,0,.,64_PP,early,0,12,+,_,0.955358165103067
.,0,10000,LRD,0,.,64_PP,early,1,12,-,_,0.938119783256578
.,0,10000,LRD,0,.,64_PP,early,1,12,+,_,0.909931850826079
.,0,10000,LRD,0,.,64_PP,early,2,12,-,_,0.900600024490319
.,0,10000,LRD,0,.,64_PP,early,2,12,+,_,0.877529517926776
.,0,10000,LRD,0,.,64_PP,early,3,12,-,_,0.900140019362885
.,0,10000,LRD,0,.,64_PP,early,3,12,+,_,0.934683170206291
.,0,10000,LRD,0,.,64_PP,early,4,12,-,_,0.945254134584148
.,0,10000,LRD,0,.,64_PP,early,4,12,+,_,0.923298750578934
.,0,10000,LRD,0,.,64_PP,early,5,12,-,_,0.881011154298497
.,0,10000,LRD,0,.,64_PP,early,5,12,+,_,0.85496744306222
.,0,10000,LRD,0,.,64_PP,early,6,12,-,_,0.919049074808492
.,0,10000,LRD,0,.,64_PP,early,6,12,+,_,0.923201421410743
.,0,10000,LRD,0,.,64_PP,early,7,12,-,_,0.864107978878852
.,0,10000,LRD,0,.,64_PP,early,7,12,+,_,0.899302544971201
.,0,10000,LRD,0,.,64_PP,early,8,12,-,_,0.904465845354245
.,0,10000,LRD,0,.,64_PP,early,8,12,+,_,0.908699346048294
.,0,10000,LRD,0,.,64_PP,early,9,12,-,_,0.885681852780605
.,0,10000,LRD,0,.,64_PP,early,9,12,+,_,0.892816560549953
.,0,10000,LRD,0,.,64_PP,early,10,12,-,_,0.866549543452208
.,0,10000,LRD,0,.,64_PP,early,10,12,+,_,0.894161588366234
.,0,10000,LRD,0,.,64_PP,early,11,12,-,_,0.900263984203958
.,0,10000,LRD,0,.,64_PP,early,11,12,+,_,0.837440784455165
.,0,10000,LRD,0,.,64_PP,early,12,12,-,_,0.861800994503656
.,0,10000,LRD,0,.,64_PP,early,12,12,+,_,0.890231031359275
.,0,10000,LRD,0,.,64_PP,early,13,12,-,_,0.859478759793465
.,0,10000,LRD,0,.,64_PP,early,13,12,+,_,0.875069524696666
.,0,10000,LRD,0,.,64_PP,early,14,12,-,_,0.876141118777055
.,0,10000,LRD,0,.,64_PP,early,14,12,+,_,0.867803075319472
.,0,10000,LRD,0,.,64_PP,early,15,12,-,_,0.920100623233671
.,0,10000,LRD,0,.,64_PP,early,15,12,+,_,0.875434644546228
.,0,10000,LRD,0,.,64_PP,early,16,12,-,_,0.946966003722809
.,0,10000,LRD,0,.,64_PP,early,16,12,+,_,0.906714074825686
.,0,10000,LRD,0,.,64_PP,early,17,12,-,_,0.905681913137242
.,0,10000,LRD,0,.,64_PP,early,17,12,+,_,0.872071369666064
.,0,10000,LRD,0,.,64_PP,early,18,12,-,_,0.909664649306652
.,0,10000,LRD,0,.,64_PP,early,18,12,+,_,0.880998040380786
.,0,10000,LRD,0,.,64_PP,early,19,12,-,_,0.920704012139282
.,0,10000,LRD,0,.,64_PP,early,19,12,+,_,0.906495067810205
.,0,10000,LRD,0,.,64_PP,early,20,12,-,_,0.871136105474596
.,0,10000,LRD,0,.,64_PP,early,20,12,+,_,0.909932230758619
.,0,10000,LRD,0,.,64_PP,early,21,12,-,_,0.916187786160018
.,0,10000,LRD,0,.,64_PP,early,21,12,+,_,0.864095274921432
.,0,10000,LRD,0,.,64_PP,early,22,12,-,_,0.898220765122806
.,0,10000,LRD,0,.,64_PP,early,22,12,+,_,0.88308026030827
.,0,10000,LRD,0,.,64_PP,early,23,12,-,_,0.973078742403307
.,0,10000,LRD,0,.,64_PP,early,23,12,+,_,0.909127216044774
.,0,10000,LRD,0,.,64_PP,early,24,12,-,_,0.965500369356532
.,0,10000,LRD,0,.,64_PP,early,24,12,+,_,0.908232509152057
.,0,10000,LRD,0,.,64_PP,early,25,12,-,_,0.912409810051866
.,0,10000,LRD,0,.,64_PP,early,25,12,+,_,0.913426550999366
.,0,10000,LRD,0,.,64_PP,early,26,12,-,_,0.866724442286685
.,0,10000,LRD,0,.,64_PP,early,26,12,+,_,0.863935963167609
.,0,10000,LRD,0,.,64_PP,early,27,12,-,_,0.95688741306624
.,0,10000,LRD,0,.,64_PP,early,27,12,+,_,0.902239877345995
.,0,10000,LRD,0,.,64_PP,early,28,12,-,_,0.918762785190102
.,0,10000,LRD,0,.,64_PP,early,28,12,+,_,0.888942364248739
.,0,10000,LRD,0,.,64_PP,early,29,12,-,_,0.925236466397621
.,0,10000,LRD,0,.,64_PP,early,29,12,+,_,0.876086641549329
.,0,10000,LRD,0,.,64_PP,early,30,12,-,_,0.948886698688765
.,0,10000,LRD,0,.,64_PP,early,30,12,+,_,0.911694542122564
.,0,10000,LRD,0,.,64_PP,early,31,12,-,_,0.946228894183024
.,0,10000,LRD,0,.,64_PP,early,31,12,+,_,0.87708743320194
.,0,10000,LRD,0,.,64_PP,early,32,12,-,_,0.903365635291451
.,0,10000,LRD,0,.,64_PP,early,32,12,+,_,0.904914448897494
.,0,10000,LRD,0,.,64_PP,early,33,12,-,_,0.951004025377461
.,0,10000,LRD,0,.,64_PP,early,33,12,+,_,0.915339269559219
.,0,10000,LRD,0,.,64_PP,early,34,12,-,_,0.92186070808361
.,0,10000,LRD,0,.,64_PP,early,34,12,+,_,0.879409889099782
.,0,10000,LRD,0,.,64_PP,early,35,12,-,_,0.955764635527957
.,0,10000,LRD,0,.,64_PP,early,35,12,+,_,0.936309295250058
.,0,10000,LRD,0,.,64_PP,early,36,12,-,_,0.924616269516325
.,0,10000,LRD,0,.,64_PP,early,36,12,+,_,0.920489444554248
.,0,10000,LRD,0,.,64_PP,early,37,12,-,_,0.915419547934673
.,0,10000,LRD,0,.,64_PP,early,37,12,+,_,0.895393796242367
.,0,10000,LRD,0,.,64_PP,early,38,12,-,_,0.94001607331127
.,0,10000,LRD,0,.,64_PP,early,38,12,+,_,0.912503626394079
.,0,10000,LRD,0,.,64_PP,early,39,12,-,_,0.952521590363508
.,0,10000,LRD,0,.,64_PP,early,39,12,+,_,0.930580668396611
.,0,10000,LRD,0,.,64_PP,early,40,12,-,_,0.924057160389877
.,0,10000,LRD,0,.,64_PP,early,40,12,+,_,0.883097956394764
.,0,10000,LRD,0,.,64_PP,early,41,12,-,_,0.917833453639493
.,0,10000,LRD,0,.,64_PP,early,41,12,+,_,0.889330400673457
.,0,10000,LRD,0,.,64_PP,early,42,12,-,_,0.924169288942204
.,0,10000,LRD,0,.,64_PP,early,42,12,+,_,0.945100706796377
.,0,10000,LRD,0,.,64_PP,early,43,12,-,_,0.931527687346649
.,0,10000,LRD,0,.,64_PP,early,43,12,+,_,0.913212631504292
.,0,10000,LRD,0,.,64_PP,early,44,12,-,_,0.943848806503731
.,0,10000,LRD,0,.,64_PP,early,44,12,+,_,0.856854792094363
.,0,10000,LRD,0,.,64_PP,early,45,12,-,_,0.899536344462482
.,0,10000,LRD,0,.,64_PP,early,45,12,+,_,0.935712466814871
.,0,10000,LRD,0,.,64_PP,early,46,12,-,_,1.02541953067383
.,0,10000,LRD,0,.,64_PP,early,46,12,+,_,0.97898255543118
.,0,10000,LRD,0,.,64_PP,early,47,12,-,_,0.925570650129908
.,0,10000,LRD,0,.,64_PP,early,47,12,+,_,0.95867019349324
.,0,10000,LRD,0,.,64_PP,early,48,12,-,_,0.991762147181173
.,0,10000,LRD,0,.,64_PP,early,48,12,+,_,1.0036487440452
.,0,10000,LRD,0,.,64_PP,early,49,12,-,_,1.02796313234912
.,0,10000,LRD,0,.,64_PP,early,49,12,+,_,0.966176930308347
.,0,10000,LRD,0,.,64_PP,early,50,12,-,_,0.993976152706081
.,0,10000,LRD,0,.,64_PP,early,50,12,+,_,0.96146648484053
.,0,10000,LRD,0,.,64_PP,early,51,12,-,_,0.977738309490335
.,0,10000,LRD,0,.,64_PP,early,51,12,+,_,0.977761920260446
.,0,10000,LRD,0,.,64_PP,early,52,12,-,_,0.99730732810148
.,0,10000,LRD,0,.,64_PP,early,52,12,+,_,0.953440557259667
.,0,10000,LRD,0,.,64_PP,early,53,12,-,_,0.985617625829045
.,0,10000,LRD,0,.,64_PP,early,53,12,+,_,0.944557293036801
.,0,10000,LRD,0,.,64_PP,early,54,12,-,_,0.955239058741096
.,0,10000,LRD,0,.,64_PP,early,54,12,+,_,0.970470332378772
.,0,10000,LRD,0,.,64_PP,early,55,12,-,_,1.01034286209498
.,0,10000,LRD,0,.,64_PP,early,55,12,+,_,0.958620446285569
.,0,10000,LRD,0,.,64_PP,early,56,12,-,_,0.961354921759462
.,0,10000,LRD,0,.,64_PP,early,56,12,+,_,0.981746873423816
.,0,10000,LRD,0,.,64_PP,early,57,12,-,_,0.974256653329325
.,0,10000,LRD,0,.,64_PP,early,57,12,+,_,0.960561247317633
.,0,10000,LRD,0,.,64_PP,early,58,12,-,_,0.964989137687239
.,0,10000,LRD,0,.,64_PP,early,58,12,+,_,0.953793142593527
.,0,10000,LRD,0,.,64_PP,early,59,12,-,_,0.942571362796215
.,0,10000,LRD,0,.,64_PP,early,59,12,+,_,0.977675431648055
.,0,10000,LRD,0,.,64_PP,early,60,12,-,_,0.980356673993484
.,0,10000,LRD,0,.,64_PP,early,60,12,+,_,0.929165385451242
.,0,10000,LRD,0,.,64_PP,early,61,12,-,_,1.00068147505157
.,0,10000,LRD,0,.,64_PP,early,61,12,+,_,0.925546144488404
.,0,10000,LRD,0,.,64_PP,early,62,12,-,_,0.961614705231045
.,0,10000,LRD,0,.,64_PP,early,62,12,+,_,0.952401635965654
.,0,10000,LRD,0,.,64_PP,early,63,12,-,_,0.953771945591033
.,0,10000,LRD,0,.,64_PP,early,63,12,+,_,0.9191081707052
.,0,10000,LRD,0,.,64_PP,early,64,12,-,_,0.956725693200574
.,0,10000,LRD,0,.,64_PP,early,64,12,+,_,0.975088243096628
.,0,10000,LRD,0,.,64_PP,early,65,12,-,_,0.99914973263012
.,0,10000,LRD,0,.,64_PP,early,65,12,+,_,0.93852297377579
.,0,10000,LRD,0,.,64_PP,early,66,12,-,_,0.957385028983627
.,0,10000,LRD,0,.,64_PP,early,66,12,+,_,0.943493196848706
.,0,10000,LRD,0,.,64_PP,early,67,12,-,_,0.970968542446622
.,0,10000,LRD,0,.,64_PP,early,67,12,+,_,0.941171561121791
.,0,10000,LRD,0,.,64_PP,early,68,12,-,_,0.966217892409922
.,0,10000,LRD,0,.,64_PP,early,68,12,+,_,0.981886201137933
.,0,10000,LRD,0,.,64_PP,early,69,12,-,_,1.03194628271582
.,0,10000,LRD,0,.,64_PP,early,69,12,+,_,0.948374045879935
.,0,10000,LRD,0,.,64_PP,early,70,12,-,_,1.00642085387996
.,0,10000,LRD,0,.,64_PP,early,70,12,+,_,1.01861277949653
.,0,10000,LRD,0,.,64_PP,early,71,12,-,_,1.02499693543959
.,0,10000,LRD,0,.,64_PP,early,71,12,+,_,0.950515410746881
.,0,10000,LRD,0,.,64_PP,early,72,12,-,_,0.994439599705512
.,0,10000,LRD,0,.,64_PP,early,72,12,+,_,0.962310439041125
.,0,10000,LRD,0,.,64_PP,early,73,12,-,_,0.98577028562906
.,0,10000,LRD,0,.,64_PP,early,73,12,+,_,0.965614918519952
.,0,10000,LRD,0,.,64_PP,early,74,12,-,_,0.977620159726893
.,0,10000,LRD,0,.,64_PP,early,74,12,+,_,0.980877531697029
.,0,10000,LRD,0,.,64_PP,early,75,12,-,_,0.982578335147124
.,0,10000,LRD,0,.,64_PP,early,75,12,+,_,0.943716827462286
.,0,10000,LRD,0,.,64_PP,early,76,12,-,_,1.03025856929005
.,0,10000,LRD,0,.,64_PP,early,76,12,+,_,0.988437046447382
.,0,10000,LRD,0,.,64_PP,early,77,12,-,_,0.99991433432026
.,0,10000,LRD,0,.,64_PP,early,77,12,+,_,0.977327782387814
.,0,10000,LRD,0,.,64_PP,early,78,12,-,_,0.987417592387173
.,0,10000,LRD,0,.,64_PP,early,78,12,+,_,0.939847109399027
