dataset,chromosomes,start_position,end_position,score,dataset_strand,product,phase,time_after_exposure,sample_strand,replicate,xr_ds,windows,sample
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.20189200360018,-53,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.30362244194397,-52,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.21309293960099,-52,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.28140371787802,-96,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.18941865481449,-96,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.27942390977181,-51,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.2248648407137,-51,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.33869445928618,-50,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.19915652020368,-50,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.32254322837856,-49,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.22709347556273,-49,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.34543169267205,-48,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.2060951022168,-48,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.32110812936342,-47,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.21883677172258,-47,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.31657942591226,-46,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.24869136577008,-46,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.32980375953192,-45,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.23346645031891,-45,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.31092895288261,-44,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.24561373999809,-44,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.32691510613383,-43,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.24037604474885,-43,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.33803080763605,-42,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.25209231262402,-42,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.25787492818699,-95,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.1746335535356,-95,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.32624531713472,-41,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.24128976809479,-41,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.33579335482096,-40,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.240873897725,-40,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.33973293069291,-39,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.21705569176326,-39,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.35220483803368,-38,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.21201314252565,-38,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.37371441692038,-37,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.25166668695603,-37,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.35127574640241,-36,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.26683178816306,-36,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.37517668781654,-35,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.24834780157804,-35,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.33182607836415,-34,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.24705500607065,-34,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.37455846940593,-33,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.26290963013816,-33,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.35377536404334,-32,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.24805051120084,-32,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.24658054221252,-94,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.19705325538278,-94,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.35966639050632,-31,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.2669477819096,-31,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.40506202242814,-30,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.29233770765613,-30,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.35375812047126,-29,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.28729786631643,-29,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.38613282522694,-28,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.2843200449165,-28,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.45472281311594,-27,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.25973257259513,-27,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.37654138932648,-26,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.28337183784398,-26,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.42030270083773,-25,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.33147087396515,-25,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.4110102667125,-24,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.30876519380335,-24,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.43606533950045,-23,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.32821448041469,-23,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.43231604730448,-22,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.34457102097673,-22,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.31008458048552,-93,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.19344413288798,-93,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.42387153086515,-21,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.3479069463466,-21,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.47058148385014,-20,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.38020746643214,-20,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.45052602887788,-19,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.38151588168184,-19,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.50103350969636,-18,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.39335231359857,-18,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.51041371368683,-17,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.41380726664818,-17,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.49476435812867,-16,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.46415912214858,-16,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.56130125893265,-15,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.48855363270318,-15,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.58828821446811,-14,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.49254437881802,-14,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.63745348155038,-13,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.51939312232727,-13,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.61553352187914,-12,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.52793271051733,-12,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.31600284125518,-92,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.18624450183584,-92,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.65208333573875,-11,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.61131879523239,-11,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.75502574427722,-10,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.67329756555846,-10,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.79422534990885,-9,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.78244346385834,-9,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.85865743810757,-8,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.76430902505741,-8,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.89844964597566,-7,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.9069885120733,-7,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,1.98656610978755,-6,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,1.91599102565043,-6,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,2.01255248762495,-5,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,2.04803819273469,-5,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,2.16076371779877,-4,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,2.16535590920332,-4,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,2.2581275534741,-3,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,2.22642462458439,-3,CPD 120 min.
TSS,.,0,100,0,NTS,CPD,early,120,.,_,2.32190059467956,-2,CPD 120 min.
TSS,.,0,100,0,TS,CPD,early,120,.,_,2.33569139093543,-2,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.26953610111222,-100,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.38082991201305,-100,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.27532754185852,-91,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.43433015364548,-91,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.42106409484791,-1,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.38089235828088,-1,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.00876176583542,0,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.11078794774374,0,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.39134495344754,1,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.70696847179142,1,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.44908265346427,2,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.59429378883186,2,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.40604888098061,3,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.52182129513343,3,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.41823184590125,4,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.53008921797696,4,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.42215123901436,5,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.51425913032281,5,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.40188069639311,6,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.49758280101511,6,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.37997596625447,7,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.51630144207882,7,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.39301540488316,8,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.45597162655474,8,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.31376524323533,-90,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.47432128167231,-90,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.40560484863164,9,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.48918814801072,9,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.43092495704094,10,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.46040559280052,10,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.42050173627326,11,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.45574110936871,11,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.36088683117506,12,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.43937597706278,12,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.39074063409616,13,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.45866530366199,13,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.39163612015104,14,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.44422881427639,14,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.36649228506317,15,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.45204010052185,15,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.41653031515972,16,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.4288993047369,16,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.39157620883415,17,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.46062742872691,17,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.36291544285297,18,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.44625308369492,18,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.27620712453877,-89,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.44364185364074,-89,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.36899279653131,19,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.42416203493975,19,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.34470867026723,20,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.46553398069193,20,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.40236634175986,21,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.44819254412755,21,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.3755733298676,22,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.41464408460543,22,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.37389880610271,23,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.40740438028595,23,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.35591397612914,24,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.41155019948728,24,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.38441109734972,25,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.42460006931151,25,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.36031387045662,26,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.40530821647488,26,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.34613399516036,27,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.39843269796475,27,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.32740906146751,28,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.37955208923166,28,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29940034348349,-88,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.44742049591956,-88,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.33003061084199,29,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.37803696320109,29,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.32199801384706,30,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.35469660471818,30,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.31351748053778,31,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.3556881561579,31,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.34577931083184,32,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.38476868637287,32,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.34041659879387,33,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.36544347061374,33,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29383869973894,34,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.3428375284996,34,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.31704772937328,35,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.36190222621853,35,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.35933578557223,36,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.35719604922676,36,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.3705190599367,37,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.33590570389175,37,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.31862241909585,38,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.36183864889842,38,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.2878538040259,-87,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.46216719085904,-87,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.31133720821432,39,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.36358959745296,39,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29624346896108,40,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.33518952227262,40,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.32917674225815,41,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.29648808690892,41,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.34040822440237,42,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.33728793268099,42,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.28770851728043,43,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.35034214373176,43,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.30991150907606,44,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.33699258085184,44,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.32512336279994,45,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.33300827478682,45,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.31548665084862,46,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.29970180737161,46,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.2988966933631,47,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.34413936547983,47,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.33881391872641,48,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.30437489423162,48,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.30639287664926,-86,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.40948882414023,-86,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.31082423838745,49,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.33851043372162,49,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.31967555337827,50,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.3086312926775,50,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.33735734348509,51,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.32196540544226,51,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.32195025965304,52,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.35017528586009,52,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29663559598899,53,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.30721088052868,53,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29496781442251,54,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.30796389424079,54,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29311370887884,55,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.30643551052243,55,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.30849020820495,56,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.32430713687428,56,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29992029715652,57,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.30827406514451,57,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29972053935985,58,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.31445751024036,58,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.28253624163011,-85,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.43530881688496,-85,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.3228699342336,59,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.28524185732462,59,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29531902714821,60,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.28551506473329,60,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29960907679833,61,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.30662364129613,61,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29248024555616,62,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.29564611653016,62,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29979072526025,63,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.29841170817072,63,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29968371292286,64,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.31066934643424,64,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29083794028267,65,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.28027338510311,65,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.28225772329978,66,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.29314146951142,66,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29436437165426,67,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.30254104006353,67,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29418971309155,68,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.31184954843439,68,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.28918984467708,-84,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.45370243103687,-84,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.30141647125269,69,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.27588926221263,69,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.26438613511559,70,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.25767615759229,70,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.31986120833433,71,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.28171144010085,71,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.31671593300615,72,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.31398560252857,72,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.28878624600853,73,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.29097704426938,73,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29265585445569,74,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.26551981589677,74,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.30664677850654,75,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.27201324450022,75,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.3241313252642,76,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.27652594137019,76,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.2808590372818,77,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.25321455228547,77,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29566967543255,78,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.26713786082374,78,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.31431409708243,-83,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.42163100199178,-83,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.27883168209959,79,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.23987669926424,79,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.27989046033368,80,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.24240461972521,80,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.26858700279284,81,CPD 120 min.
TES,.,0,100,0,TS,CPD,early,120,.,_,1.24366127176753,81,CPD 120 min.
TES,.,0,100,0,NTS,CPD,early,120,.,_,1.29822083679563,82,CPD 120 min.
