chromosomes,start_position,end_position,dataset,score,dataset_strand,product,windows,phase,time_after_exposure,repdomains,sample_strand,replicate,real,sim,xr_ds
.,0,100,Initiation Zones,0,.,64_PP,-1,early,12,ERD,-,_,1.40830706399909,1.43492774547085,0.981448068339478
.,0,100,Initiation Zones,0,.,64_PP,-1,early,12,ERD,+,_,1.37163202791776,1.66330312013378,0.824643452726428
.,0,100,Initiation Zones,0,.,64_PP,-1,early,12,LRD,-,_,0.875762096534589,0.786670065337601,1.11325209274202
.,0,100,Initiation Zones,0,.,64_PP,-1,early,12,LRD,+,_,0.8431902575882,0.742474319911948,1.13564905206175
.,0,100,Initiation Zones,0,.,64_PP,-10,early,12,ERD,-,_,1.22592299876926,1.61957515158044,0.756941101234454
.,0,100,Initiation Zones,0,.,64_PP,-10,early,12,ERD,+,_,1.41539358483123,1.62716460933084,0.869852734452788
.,0,100,Initiation Zones,0,.,64_PP,-10,early,12,LRD,-,_,0.673763753815877,0.717579592714901,0.938939402201712
.,0,100,Initiation Zones,0,.,64_PP,-10,early,12,LRD,+,_,0.825070723904723,0.783850597801778,1.05258671259363
.,0,100,Initiation Zones,0,.,64_PP,-100,early,12,ERD,-,_,1.33962593280771,1.56109040742932,0.858134754036251
.,0,100,Initiation Zones,0,.,64_PP,-100,early,12,ERD,+,_,1.3080594446101,1.5489875477312,0.844460916762059
.,0,100,Initiation Zones,0,.,64_PP,-100,early,12,LRD,-,_,0.713395398707501,0.851485000407691,0.837824974445735
.,0,100,Initiation Zones,0,.,64_PP,-100,early,12,LRD,+,_,0.688595065633753,0.845334450053596,0.814582992080938
.,0,100,Initiation Zones,0,.,64_PP,-11,early,12,ERD,-,_,1.31439372591097,1.60829731471836,0.817257924814195
.,0,100,Initiation Zones,0,.,64_PP,-11,early,12,ERD,+,_,1.26415374302074,1.48401210459927,0.85184867367514
.,0,100,Initiation Zones,0,.,64_PP,-11,early,12,LRD,-,_,0.772445213340898,0.797475972828502,0.968612522081606
.,0,100,Initiation Zones,0,.,64_PP,-11,early,12,LRD,+,_,0.79102647203162,0.906468468477866,0.872646429014685
.,0,100,Initiation Zones,0,.,64_PP,-12,early,12,ERD,-,_,1.35501520150458,1.67976167651001,0.806671101295662
.,0,100,Initiation Zones,0,.,64_PP,-12,early,12,ERD,+,_,1.35346603271849,1.60255339573722,0.844568447028783
.,0,100,Initiation Zones,0,.,64_PP,-12,early,12,LRD,-,_,0.72784002852632,0.795341601329762,0.915128829309842
.,0,100,Initiation Zones,0,.,64_PP,-12,early,12,LRD,+,_,0.742030106104297,0.85898486273801,0.863845381092141
.,0,100,Initiation Zones,0,.,64_PP,-13,early,12,ERD,-,_,1.25498862432848,1.70684227543739,0.735269240977099
.,0,100,Initiation Zones,0,.,64_PP,-13,early,12,ERD,+,_,1.33603591163184,1.52065696359744,0.878591256026053
.,0,100,Initiation Zones,0,.,64_PP,-13,early,12,LRD,-,_,0.696522241062715,0.733287907137844,0.949861895011153
.,0,100,Initiation Zones,0,.,64_PP,-13,early,12,LRD,+,_,0.735877064961028,0.818222656101108,0.899360411831588
.,0,100,Initiation Zones,0,.,64_PP,-14,early,12,ERD,-,_,1.37816608317203,1.67673119814598,0.821936208198376
.,0,100,Initiation Zones,0,.,64_PP,-14,early,12,ERD,+,_,1.20123325942128,1.68208409232765,0.714133891938198
.,0,100,Initiation Zones,0,.,64_PP,-14,early,12,LRD,-,_,0.744189444694875,0.976730923520531,0.761918586556589
