dataset,sample_names,cell_line,product,method,phase,time_after_exposure,replicate,sample_strand,windows,real,sim,xr_ds
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-23,0.190066163731798,0.172977920462628,1.09878858078226
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-24,0.189935713379202,0.17369369116799,1.09350956906951
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-25,0.186500520760851,0.168826450371525,1.10468780425361
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-26,0.185674335194413,0.166392829973292,1.11587942355578
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-27,0.188674693304111,0.169637657170936,1.11222175813235
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-28,0.180369354188858,0.166154239738171,1.08555372690512
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-29,0.185282984136626,0.172643894133459,1.07320901828939
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-3,0.189935713379202,0.172214431710241,1.10290241934415
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-30,0.182021725321736,0.169255912794742,1.07542314071163
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-31,0.189457395419685,0.170878326393564,1.10872689016938
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-32,0.182021725321736,0.168158397713186,1.08244207721457
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-33,0.19167505141381,0.172405303898338,1.1117700388547
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-34,0.180673738344914,0.169780811312008,1.06415876416616
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-35,0.184369831668456,0.167728935289969,1.09921303291957
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-36,0.187891991188538,0.170162555688202,1.10419116843087
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-37,0.194066641211397,0.172071277569168,1.12782704907498
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-38,0.185326467587491,0.169017322559621,1.09649392607149
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-39,0.18723973942556,0.170592018111419,1.09758792643667
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-4,0.187848507737673,0.16968537521796,1.10704005867555
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-40,0.184282864766726,0.172643894133459,1.06741605714865
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-41,0.196327780656387,0.176556773989441,1.11198101449299
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-42,0.185022083431435,0.170496582017371,1.08519526457477
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-43,0.185456917940087,0.171021480534637,1.08440715961716
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-44,0.192892588038036,0.173836845309063,1.10961854890483
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-45,0.177195062275698,0.176604492036465,1.00334402728053
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-46,0.178977883761171,0.168921886465573,1.05953045816622
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-47,0.186283103506525,0.17402771749716,1.07042203498167
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-48,0.185978719350469,0.170926044440588,1.08806542595159
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-49,0.178890916859441,0.165724777314953,1.07944581225453
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-5,0.195545078540813,0.165820213409002,1.17925960002532
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-50,0.182065208772601,0.168826450371525,1.07841637594075
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-51,0.186022202801334,0.167776653336993,1.10874903689784
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-52,0.185326467587491,0.170592018111419,1.08637244367699
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-53,0.186804904916908,0.171784969287023,1.08743451590802
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-54,0.18615265315393,0.169876247406057,1.09581331113918
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-55,0.185674335194413,0.17402771749716,1.06692392375624
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-56,0.185500401390952,0.171641815145951,1.0807413172205
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-57,0.183195778495096,0.174886642343595,1.04751155399951
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-58,0.18415241441413,0.173025638509652,1.06430709344764
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-59,0.189848746477472,0.169828529359032,1.11788488773942
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-6,0.201719728563672,0.172405303898338,1.1700320349925
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-60,0.18071722179578,0.171594097098927,1.05316689123399
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-61,0.188196375344594,0.174075435544184,1.08111965801646
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-62,0.19041403133872,0.16763349919592,1.13589486738671
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-63,0.189239978165359,0.16854014208938,1.12281843256666
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-64,0.191718534864676,0.17140322491083,1.11852349898559
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-65,0.187152772523829,0.174504897967401,1.07247862211175
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-66,0.185674335194413,0.165867931456026,1.11941068755438
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-67,0.188239858795459,0.16534303293876,1.13848074182345
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-68,0.182500043281253,0.170973762487613,1.06741549478667
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-69,0.180456321090588,0.17025799178225,1.05989926934755
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-7,0.205502788788945,0.167347190913775,1.22800261938564
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-70,0.181021605951836,0.169351348888791,1.0689115093539
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-71,0.177021128472237,0.168778732324501,1.04883551401423
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-72,0.182543526732118,0.169065040606646,1.07972367366493
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-73,0.175107856634169,0.163672901292914,1.06986468285786
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-74,0.186544004211717,0.168444705995331,1.10744949275454
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-75,0.191283700356024,0.165486187079833,1.15588922393714
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-76,0.187891991188538,0.168301551854259,1.11640082410674
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-77,0.182760943986444,0.175697849143006,1.04020023510754
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-78,0.174846955928977,0.163243438869696,1.07108106236688
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-79,0.188935594009303,0.170926044440588,1.10536457230761
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-8,0.193240455644958,0.168778732324501,1.14493368319313
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-80,0.17980406932761,0.170067119594153,1.0572535699828
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-81,0.187022322171234,0.168492424042355,1.1099746664231
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-82,0.178412598899924,0.167919807478065,1.06248691908028
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-83,0.173716386206482,0.164674980280422,1.05490455144227
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-84,0.175716624946281,0.163529747151841,1.07452392000046
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-85,0.180021486581936,0.167394908960799,1.07542987836084
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-86,0.178543049252519,0.167156318725679,1.06812025183163
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-87,0.175238306986764,0.171594097098927,1.02123738490687
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-88,0.175281790437629,0.166154239738171,1.05493420278557
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-89,0.177890797489541,0.171498661004878,1.03727222385999
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-9,0.192805621136306,0.166106521691147,1.16073480543288
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-90,0.178021247842137,0.168921886465573,1.05386727301568
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-91,0.185369951038356,0.171355506863806,1.08178578226662
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-92,0.186370070408256,0.171355506863806,1.08762229950616
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-93,0.181760824616544,0.170639736158443,1.06517291170548
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-94,0.182195659125196,0.169017322559621,1.0779703308868
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-95,0.180586771443184,0.16100069065956,1.12165215380994
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-96,0.184848149627974,0.168492424042355,1.09707098511151
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-97,0.177238545726563,0.163816055433987,1.08193635390022
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-98,0.180238903836262,0.16362518324589,1.10153522985154
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,-99,0.185587368292682,0.170401145923322,1.08912042396824
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,0,0.203198165893089,0.16763349919592,1.21215727684359
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,1,0.198328019396186,0.174170871638232,1.1386979782023
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,10,0.182413076379522,0.167538063101872,1.0887858735039
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,100,0.168498372102658,0.171641815145951,0.981686030058467
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,11,0.198545436650512,0.171594097098927,1.15706449118729
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,12,0.185848268997873,0.169446784982839,1.09679430634636
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,13,0.187674573934212,0.167872089431041,1.11796174438697
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,14,0.199936907078199,0.176127311566223,1.13518400582083
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,15,0.192849104587171,0.168349269901283,1.1455297946956
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,16,0.1969365489685,0.167442627007824,1.17614344977577
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,17,0.187065805622099,0.167919807478065,1.1140186999472
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,18,0.18832682569719,0.172166713663217,1.09386316140985
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,19,0.187587607032481,0.166583702161389,1.12608619329845
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,2,0.20345906659828,0.16796752552509,1.2113000174423
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,20,0.19058796514218,0.167538063101872,1.13758009143446
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,21,0.192240336275058,0.161048408706584,1.19368044564354
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,22,0.19919768841349,0.17083060834654,1.16605384914047
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,23,0.195458111639083,0.170878326393564,1.14384378501523
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,24,0.198632403552243,0.176604492036465,1.12473018812698
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,25,0.189761779575742,0.167442627007824,1.13329432873073
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,26,0.185674335194413,0.171737251239999,1.08115352874104
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,27,0.187370189778155,0.16854014208938,1.11172440853165
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,28,0.191283700356024,0.168874168418549,1.13269958423679
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,29,0.173455485501291,0.173264228744773,1.00110384444558
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,3,0.195023277130431,0.17460033406145,1.11696966777735
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,30,0.197501833829748,0.171546379051903,1.15130284253911
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,31,0.186196136604795,0.160905254565512,1.15717872053076
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,32,0.1840654475124,0.169351348888791,1.0868850394175
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,33,0.175107856634169,0.171164634675709,1.02303759749162
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,34,0.184413315119322,0.17369369116799,1.06171567821058
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,35,0.178108214743867,0.172357585851313,1.0333645244806
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,36,0.181543407362218,0.167776653336993,1.08205405073597
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,37,0.179586652073284,0.168349269901283,1.06675040633435
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,38,0.186848388367773,0.167681217242945,1.11430720411016
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,39,0.181325990107892,0.172977920462628,1.04826089724595
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,4,0.196719131714174,0.163816055433987,1.20085379417188
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,40,0.18397848061067,0.170114837641177,1.08149578932518
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,41,0.186717938015177,0.170401145923322,1.0957551781911
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,42,0.177803830587811,0.165581623173881,1.07381379152864
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,43,0.187457156679886,0.169065040606646,1.10878722181265
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,44,0.182239142576062,0.167681217242945,1.08681905804646
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,45,0.173542452403021,0.168731014277476,1.0285154341432
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,46,0.178890916859441,0.170305709829274,1.0504105648529
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,47,0.178369115449059,0.171546379051903,1.03977196391357
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,48,0.185500401390952,0.166679138255437,1.11291912912743
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,49,0.181847791518275,0.165295314891736,1.10013881299286
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,5,0.193153488743227,0.168158397713186,1.14864015933759
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,50,0.183934997159804,0.172357585851313,1.06717088343578
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,51,0.18080418869751,0.173216510697749,1.04380458865726
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,52,0.175325273888494,0.168492424042355,1.04055286096674
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,53,0.171237829507165,0.164627262233397,1.0401547543468
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,54,0.182934877789905,0.169351348888791,1.08020915682245
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,55,0.170933445351109,0.163816055433987,1.04344745024086
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,56,0.173803353108212,0.174409461873353,0.996524794247799
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,57,0.168107021044871,0.169733093264984,0.990419828043937
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,58,0.174759989027247,0.172118995616193,1.01534399734091
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,59,0.175673141495416,0.166822292396509,1.0530555537378
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,6,0.194414508818318,0.170639736158443,1.13932729383618
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,60,0.179978003131071,0.171784969287023,1.04769354314322
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,61,0.184717699275378,0.171689533192975,1.07588212187495
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,62,0.180412837639723,0.174934360390619,1.03131733089412
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,63,0.179325751368093,0.171450942957854,1.04593038845038
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,64,0.176760227767046,0.174791206249546,1.01126499187086
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,65,0.17645584361099,0.16911275865367,1.04342123572331
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,66,0.169715908726883,0.168015243572114,1.01012208844038
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,67,0.179673618975015,0.166726856302461,1.07765253276933
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,68,0.167367802380163,0.165677059267929,1.01020505264702
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,69,0.168715789356984,0.165629341220905,1.01863467012141
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,7,0.18615265315393,0.163148002775648,1.14100479311363
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,70,0.170498610842457,0.169208194747718,1.00762620330926
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,71,0.17328155169783,0.166011085597098,1.04379506389336
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,72,0.167280835478432,0.163338874963745,1.02413363331639
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,73,0.172498849582256,0.166058803644123,1.03878171946809
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,74,0.178543049252519,0.164340953951252,1.08641847914233
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,75,0.178543049252519,0.166249675832219,1.07394524746446
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,76,0.174673022125516,0.171594097098927,1.01794307076201
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,77,0.178195181645598,0.168349269901283,1.05848502788333
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,78,0.173238068246965,0.163004848634576,1.06277862099262
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,79,0.172585816483987,0.170401145923322,1.01282075040533
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,8,0.197588800731478,0.171164634675709,1.15437865483038
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,80,0.169889842530344,0.169828529359032,1.00036102986667
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,81,0.169759392177749,0.168110679666162,1.00980730382425
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,82,0.175020889732438,0.171450942957854,1.0208219722388
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,83,0.175325273888494,0.17140322491083,1.02288200224765
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,84,0.174107737264269,0.167442627007824,1.03980533735973
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,85,0.173542452403021,0.167872089431041,1.03377787809277
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,86,0.173498968952156,0.162384514023261,1.06844528861479
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,87,0.173020650992639,0.166106521691147,1.04162467091056
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,88,0.167324318929297,0.170448863970347,0.981668724752587
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,89,0.175412240790225,0.167728935289969,1.04580787141451
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,9,0.191457634159484,0.163672901292914,1.16975768528014
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,90,0.17436863796946,0.173502818979894,1.00499023009918
ERD,Hela_CPD_DS_NA_late_12_NA,HeLa_S3,CPD,Damage_seq,late,0,_,-,91,0.178369115449059,0.166870010443534,1.06891055483823
