repdomains,log2val,sample_strand,direction,windows
ERD,0.228587046748522,+,Left Replicating,-64
LRD,-1.07480728615662,-,Left Replicating,-64
LRD,-0.834348024379054,+,Left Replicating,-64
ERD,0.226688660754871,-,Left Replicating,-65
ERD,0.41316146275418,+,Left Replicating,-65
LRD,-1.53235543476258,-,Left Replicating,-65
LRD,-1.04583432539095,+,Left Replicating,-65
ERD,0.145442420343349,-,Left Replicating,-66
ERD,0.229207430524246,+,Left Replicating,-66
LRD,-1.3064359853704,-,Left Replicating,-66
LRD,-1.06019982402366,+,Left Replicating,-66
ERD,0.421091328287375,-,Left Replicating,-67
ERD,0.352232503056222,+,Left Replicating,-67
LRD,-1.01911576998195,-,Left Replicating,-67
LRD,-0.720994950793014,+,Left Replicating,-67
ERD,0.0605683476011734,-,Left Replicating,-68
ERD,0.375004906494668,+,Left Replicating,-68
LRD,-1.20729428728889,-,Left Replicating,-68
LRD,-0.645362312781262,+,Left Replicating,-68
ERD,0.0715383797961106,-,Left Replicating,-69
ERD,0.352030616930021,+,Left Replicating,-69
LRD,-1.24255117591455,-,Left Replicating,-69
LRD,-0.622128686091977,+,Left Replicating,-69
ERD,0.157136653365487,-,Left Replicating,-7
ERD,0.0503870527940042,+,Left Replicating,-7
LRD,-0.711043474535539,-,Left Replicating,-7
LRD,-0.437464296951532,+,Left Replicating,-7
ERD,0.16766927055123,-,Left Replicating,-70
ERD,0.169588888229519,+,Left Replicating,-70
LRD,-1.22819708337144,-,Left Replicating,-70
LRD,-0.550812502014163,+,Left Replicating,-70
ERD,0.153542646382456,-,Left Replicating,-71
ERD,0.526351692009691,+,Left Replicating,-71
LRD,-1.2929958657182,-,Left Replicating,-71
LRD,-0.581815474847055,+,Left Replicating,-71
ERD,0.213856202734067,-,Left Replicating,-72
ERD,0.101095758571649,+,Left Replicating,-72
LRD,-1.01762483763367,-,Left Replicating,-72
LRD,-0.526050395681795,+,Left Replicating,-72
ERD,-0.0369775462705627,-,Left Replicating,-73
ERD,0.364452095007742,+,Left Replicating,-73
LRD,-1.22412520905529,-,Left Replicating,-73
LRD,-0.58850685988995,+,Left Replicating,-73
ERD,0.184472838613882,-,Left Replicating,-74
ERD,0.521784544022883,+,Left Replicating,-74
LRD,-0.863288550679182,-,Left Replicating,-74
LRD,-0.771885271452386,+,Left Replicating,-74
ERD,0.386594398920995,-,Left Replicating,-75
ERD,0.188409983057509,+,Left Replicating,-75
LRD,-1.04020594289899,-,Left Replicating,-75
LRD,-0.648055717181494,+,Left Replicating,-75
ERD,0.39268430693347,-,Left Replicating,-76
ERD,0.316366150580818,+,Left Replicating,-76
LRD,-1.10654947547992,-,Left Replicating,-76
LRD,-0.752183026579382,+,Left Replicating,-76
ERD,0.132686956204994,-,Left Replicating,-77
ERD,0.382405985169032,+,Left Replicating,-77
LRD,-1.18848060490358,-,Left Replicating,-77
LRD,-0.657754880320857,+,Left Replicating,-77
ERD,0.143232249305787,-,Left Replicating,-78
ERD,0.297089835510832,+,Left Replicating,-78
LRD,-1.01523512215623,-,Left Replicating,-78
